ticker,name,signal_date,price,signal,confidence,reasons
005930,삼성전자,2023-01-02,55500,Sell,75,"[""최근 1개월 수익률이 -11.34%로 하락세를 보이고 있으며, 이는 단기적인 매도 압력을 시사합니다."", ""거래량 변화율이 -18.94%로 감소한 것은 투자자들의 관심 감소 또는 매도 심리 강화를 나타낼 수 있습니다."", ""현재가가 52주 최저가에 근접해 있으며, 52주 최고가 대비 하락폭이 상당하여 추가 하락 가능성을 배제할 수 없습니다.""]"
005930,삼성전자,2023-02-01,61800,Buy,75,"[""최근 1개월 수익률이 11.75%로 양호하며, 거래량 변화율도 47.34%로 높아 투자자들의 관심이 증가하고 있음을 시사합니다."", ""애널리스트 리포트에서 제시된 목표주가들이 현재가(61,800원) 대비 상승 여력을 보여주고 있으며, '저점 분할 매수' 의견이 존재합니다."", ""PER 10.7, PBR 1.18은 절대적으로 고평가되었다고 보기 어렵고, ROE 11.0%는 일정 수준 이상의 수익성을 보여주고 있습니다.""]"
005930,삼성전자,2023-03-02,60800,Neutral,65,"[""최근 1개월 수익률이 소폭 하락하고 거래량 변화율이 감소한 점은 단기적인 매도 압력을 시사합니다."", ""애널리스트 리포트에서 제시된 목표주가 범위가 현재가 대비 상승 여력을 보여주지만, 목표주가 상단과 하단 간의 편차가 크고 일부 리포트에서는 감산 계획에 대한 불확실성을 언급하고 있습니다."", ""PER, PBR, ROE 등 재무 지표는 현재 시장에서 삼성전자가 저평가되어 있다고 단정하기 어렵고, 52주 최고가 대비 현재 위치가 중간보다 약간 낮은 수준에 머물러 있어 뚜렷한 상승 동력을 찾기 어렵습니다.""]"
005930,삼성전자,2023-04-03,63100,Neutral,55,"[""최근 1개월 수익률이 4.30%로 긍정적인 흐름을 보이고 있으나, 52주 최고가 대비 현재 위치가 60.7%로 상승 여력에 대한 불확실성이 존재합니다."", ""애널리스트 리포트에서 제시된 목표주가 범위(75,000원 ~ 82,000원)가 현재가(63,100원) 대비 상승 가능성을 시사하지만, '우려대비 부진한 반도체'와 같은 부정적인 의견도 혼재되어 있습니다."", ""PER 7.8, PBR 1.04, ROE 13.3% 등 재무 지표는 양호한 편이나, 향후 20거래일 내 주가 상승을 강하게 지지할 만한 명확한 모멘텀이 부족합니다.""]"
005930,삼성전자,2023-05-02,65700,Buy,75,"[""최근 1개월 수익률이 2.66%로 양호하며, 거래량 변화율도 18.24%로 긍정적인 수급 신호를 보이고 있습니다."", ""52주 최고가 대비 현재 위치가 84.5%로 상승 여력이 남아있으며, 52주 최저가 대비로는 상당한 상승을 기록했습니다."", ""최근 30일간 애널리스트 리포트에서 제시된 목표주가 평균이 현재가 대비 약 20% 이상 높아 향후 주가 상승에 대한 기대감을 높입니다.""]"
005930,삼성전자,2023-06-01,70900,Buy,75,"[""최근 1개월 수익률이 8.24%로 양호하며, 52주 최고가 대비 현재 위치가 92.9%로 상승 추세가 지속될 가능성이 있습니다."", ""PER 8.8, PBR 1.17, ROE 13.3%는 현재 시장 상황에서 삼성전자의 재무 건전성을 보여주며, 이는 주가 하락 위험을 제한하는 요인입니다."", ""최근 애널리스트 리포트에서 하반기 DDR5 점유율 회복 및 목표주가 상향 조정 전망이 있어 단기적인 주가 상승 모멘텀을 기대할 수 있습니다.""]"
005930,삼성전자,2023-07-03,73000,Sell,75,"[""현재가가 52주 최고가와 동일하며, 최근 1개월 수익률이 2.96%로 상승했으나 거래량 변화율이 -8.80%로 감소하여 추가 상승 동력이 약하다고 판단됩니다."", ""최근 애널리스트 리포트에서 '2Q23 Preview: MX의 위기'를 언급하며 목표주가 80,000원을 제시했으나, 이는 현재가 대비 상승 여력이 제한적임을 시사합니다."", ""PER 9.1, PBR 1.20, ROE 13.2% 등 재무 지표 자체는 양호하나, 기술적 지표와 시장의 단기적인 우려 요인이 주가 하락 가능성을 높입니다.""]"
005930,삼성전자,2023-08-01,71100,Buy,75,"[""최근 애널리스트 리포트에서 제시된 목표주가들이 현재가 대비 상당한 상승 여력을 시사하고 있습니다."", ""52주 최고가 대비 현재 위치가 88.9%로, 상승 추세가 지속될 가능성을 보여줍니다."", ""거래량 변화율이 19.54%로 긍정적인 움직임을 보이며, 이는 매수세 유입 가능성을 시사합니다.""]"
005930,삼성전자,2023-09-01,71000,Neutral,55,"[""현재가(71,000원)가 52주 최고가(73,400원)에 근접해 있어 추가 상승 여력이 제한적일 수 있습니다."", ""최근 1개월 수익률(1.57%)은 소폭 상승했으나, 거래량 변화율(-19.74%)은 감소 추세를 보여 매수세가 약화되었음을 시사합니다."", ""PER(8.8) 및 PBR(1.17)은 절대적으로 고평가되었다고 보기 어렵지만, ROE(13.3%) 대비 밸류에이션 매력이 두드러지지 않습니다.""]"
005930,삼성전자,2023-10-04,67500,Buy,75,"[""최근 애널리스트 리포트에서 메모리 반도체 업황 회복 및 DRAM 이익 개선 흐름이 지속될 것이라는 긍정적인 전망이 다수 제시되었습니다."", ""메모리 가격 상승 전환 신호와 함께 목표주가가 현재가 대비 상승 여력을 시사하고 있습니다."", ""최근 1개월 수익률이 소폭 상승했으며, 거래량 변화율이 32.09%로 증가한 점은 투자 심리 개선 가능성을 나타냅니다.""]"
005930,삼성전자,2023-11-01,68600,Buy,75,"[""최근 30일간 애널리스트 리포트에서 제시된 목표주가 평균이 현재가 대비 상당한 상승 여력을 시사합니다."", ""PER 8.5, PBR 1.13, ROE 13.3% 등 재무 지표가 시장 평균 대비 매력적인 수준으로 판단됩니다."", ""최근 1개월 수익률이 0.00%로 정체되어 있으나, 52주 최고가 대비 현재 위치가 73.5%로 상승 추세의 잠재력을 보유하고 있습니다.""]"
005930,삼성전자,2023-12-01,72000,Neutral,65,"[""현재가가 52주 최고가에 근접해 있어 단기 상승 여력이 제한적일 수 있습니다."", ""최근 1개월 수익률은 긍정적이나 거래량 변화율이 감소하여 상승 모멘텀이 약화될 가능성이 있습니다."", ""애널리스트 리포트에서 목표주가가 현재가 대비 상승 여력을 시사하지만, 일부 리포트에서는 당분간 주가 상승을 기대하기 어렵다는 의견도 존재하여 방향성이 불확실합니다.""]"
005930,삼성전자,2024-01-02,79600,Buy,75,"[""최근 1개월 수익률 9.49%와 거래량 변화율 11.79%는 긍정적인 모멘텀을 시사합니다."", ""52주 최고가와 현재가가 일치하며, 이는 강한 상승 추세의 지속 가능성을 나타냅니다."", ""최근 애널리스트 리포트에서 HBM3 고객 확대 본격화와 함께 목표주가 상향 조정이 있었습니다.""]"
005930,삼성전자,2024-02-01,73600,Sell,75,"[""최근 1개월 수익률이 -4.42%로 하락세를 보이고 있으며, 52주 최고가 대비 현재 위치가 70.9%로 상승 여력이 제한적입니다."", ""최근 30일간 발표된 애널리스트 리포트 5건 모두 목표주가가 현재가(73,600원) 대비 상승 여력이 크지 않거나 하락 가능성을 시사하고 있습니다."", ""거래량 변화율이 25.71%로 증가했으나, 이는 단기적인 변동성 확대일 수 있으며 전반적인 상승 추세를 강하게 지지하지는 않습니다.""]"
005930,삼성전자,2024-03-04,74900,Buy,75,"[""메모리 중심의 수익성 회복 지속 전망은 긍정적인 주가 상승 근거로 작용할 수 있습니다."", ""현재가는 52주 최고가 대비 약 5.9% 하락한 수준으로, 추가 상승 여력이 존재할 수 있습니다."", ""PER 9.3배는 과거 평균 PER 대비 낮지 않으나, PBR 1.23배와 ROE 13.2%는 기업의 내재가치 대비 저평가 가능성을 시사합니다.""]"
005930,삼성전자,2024-04-01,82000,Buy,75,"[""최근 1개월 수익률 11.72%와 거래량 변화율 38.21%는 긍정적인 모멘텀을 시사합니다."", ""애널리스트 리포트에서 메모리 반도체 업황 개선 및 실적 호조를 근거로 목표주가를 현재가 대비 상향 제시하고 있습니다."", ""현재가가 52주 최고가에 근접한 98.0% 위치에 있어 추가 상승 여력이 존재할 가능성이 있습니다.""]"
005930,삼성전자,2024-05-02,78000,Buy,75,"[""최근 30일간 발행된 5건의 애널리스트 리포트 모두 목표주가를 현재가 대비 상향 제시하며 긍정적인 전망을 내놓고 있습니다."", ""최근 1개월 수익률이 -4.88%로 하락했으나, 52주 최고가 대비 현재 위치가 66.4%로 여전히 상승 여력이 존재합니다."", ""NAND 부문의 실적 개선 및 메모리 부문 이익 본격화에 대한 기대감이 주가 상승의 동력이 될 수 있습니다.""]"
005930,삼성전자,2024-06-03,75700,Sell,65,"[""최근 1개월 수익률이 -2.32%로 하락세를 보이고 있으며, 거래량 변화율 또한 -6.31%로 감소하여 매도 압력이 존재함을 시사합니다."", ""현재가가 52주 최고가 대비 약 10.7% 하락한 위치에 있으며, 52주 내 현재 위치가 50.3%로 중간 지점에 있어 추가 하락 가능성을 배제할 수 없습니다."", ""PER 35.5, PBR 1.22, ROE 3.4%의 재무 지표는 현재 주가 수준에서 밸류에이션 부담이 존재할 수 있음을 나타냅니다.""]"
005930,삼성전자,2024-07-01,81800,Buy,75,"[""최근 1개월 수익률이 11.29%로 양호하며, 52주 최고가 대비 현재 위치가 높아 상승 모멘텀이 유지되고 있습니다."", ""최근 30일 내 애널리스트 리포트들이 전반적으로 긍정적인 전망과 함께 목표주가를 현재가 대비 높게 제시하고 있습니다."", ""거래량 변화율이 음수(-13.74%)이나, 이는 단기적인 차익 실현 물량 소화 과정으로 해석될 수 있으며, 전반적인 시장 및 기업 펀더멘털 개선 기대감이 더 큰 영향을 미칠 것으로 판단됩니다.""]"
005930,삼성전자,2024-08-01,83100,Buy,75,"[""최근 30일간 발행된 5건의 애널리스트 리포트 모두 긍정적인 전망과 함께 목표주가를 현재가 대비 상향 제시하고 있습니다."", ""현재가는 52주 최고가 대비 약 5.6% 하락한 수준으로, 52주 내 현재 위치가 78.4%로 높아 추가 상승 여력이 존재할 수 있습니다."", ""최근 1개월 수익률이 1.59%로 소폭 상승세를 보이고 있으며, 거래량 변화율도 9.73%로 긍정적인 움직임을 나타내고 있습니다.""]"
005930,삼성전자,2024-09-02,74400,Sell,65,"[""최근 1개월 수익률이 -10.47%로 하락세를 보이고 있으며, 거래량 변화율 또한 -7.31%로 감소하는 추세입니다."", ""현재 PER 34.9는 과거 평균 PER 대비 높은 수준으로 밸류에이션 부담이 존재합니다."", ""52주 최고가 대비 현재 위치가 38.5%로 하락 추세가 지속될 가능성을 시사합니다.""]"
005930,삼성전자,2024-10-02,61300,Sell,75,"[""최근 1개월 수익률이 -19.76%로 큰 폭의 하락세를 보이고 있으며, 현재가가 52주 최저가와 동일한 수준입니다."", ""애널리스트 리포트에서 목표주가가 현재가 대비 상승 여력이 있다고 제시하고 있으나, 3분기 실적 둔화 및 일회성 비용 반영 등 부정적인 요인이 언급되고 있습니다."", ""PER 28.8, ROE 3.4%는 현재 주가 수준에서 밸류에이션 매력이 높다고 보기 어렵습니다.""]"
005930,삼성전자,2024-11-01,58300,Sell,75,"[""최근 1개월 수익률이 -5.20%로 하락세를 보이고 있으며, 거래량 변화율 또한 -5.98%로 감소하는 추세입니다."", ""52주 최고가 대비 현재 위치가 7.5%로, 52주 최저가(55,900원)에 근접한 58,300원이라는 점은 추가 하락 가능성을 시사합니다."", ""애널리스트 리포트에서 3분기 실적 부진(일회성 비용, 파운드리 적자 확대)에 대한 언급이 있으며, 목표주가 상향 근거가 명확하지 않습니다.""]"
005930,삼성전자,2024-12-02,53600,Sell,75,"[""최근 1개월 수익률이 -8.06%로 하락세를 보이고 있으며, 52주 최고가 대비 현재 위치가 9.8%로 낮은 편이나 하락 추세가 지속될 가능성이 있습니다."", ""애널리스트 리포트에서 '아직 본격 매수 시기는 아닌 듯'이라는 의견이 있으며, 목표주가들이 현재가 대비 상승 여력이 제한적이거나 하락 가능성을 시사하고 있습니다."", ""PER 25.1, ROE 3.4%는 현재 주가 수준에서 밸류에이션 매력이 크지 않음을 나타내며, 재무적 개선 신호가 뚜렷하지 않습니다.""]"
005930,삼성전자,2025-01-02,53400,Sell,75,"[""최근 1개월 수익률이 -1.48%로 하락세를 보이고 있으며, 거래량 변화율 또한 -32.84%로 감소하여 투자 심리가 위축된 것으로 판단됩니다."", ""최근 30일간 발표된 애널리스트 리포트 5건 모두 목표주가가 현재가(53,400원) 대비 하락 조정되었거나, 실적 컨센서스 하향 조정, 4분기 기대 이하 등의 부정적인 전망을 담고 있습니다."", ""현재가(53,400원)는 52주 최고가(87,800원) 대비 39.2% 하락한 수준이며, 52주 최저가(49,900원)에 근접한 9.2% 위치에 있어 추가 하락 가능성이 존재합니다.""]"
005930,삼성전자,2025-02-03,51000,Sell,75,"[""최근 1개월 수익률이 -4.85%로 하락세를 보이고 있으며, 거래량 변화율 또한 -2.86%로 감소하는 추세입니다."", ""최근 30일간 발표된 애널리스트 리포트에서 4분기 실적이 예상치를 하회했다는 내용이 다수 포함되어 있으며, 목표주가 역시 하향 조정되는 경향을 보입니다."", ""현재가가 52주 최저가(49,900원)에 근접한 2.9% 수준에 위치하여 추가 하락 가능성이 존재합니다.""]"
005930,삼성전자,2025-03-04,54500,Neutral,55,"[""최근 1개월 수익률은 4.01%로 긍정적이나, 52주 최고가 대비 현재 위치가 12.1%로 하락폭이 큰 편입니다."", ""애널리스트 리포트에서 HBM 확대 및 2025년 1분기 DS 부문 저점 통과 등 긍정적인 전망이 있으나, 목표주가 평균이 현재가 대비 상승 여력이 크지 않습니다."", ""PER 25.6, PBR 0.88, ROE 3.4% 등 재무 지표는 시장 평균 대비 우수하다고 단정하기 어렵고, 뚜렷한 상승 또는 하락 근거가 균형을 이루고 있습니다.""]"
005930,삼성전자,2025-04-01,58800,Buy,75,"[""최근 1개월 수익률이 7.89%로 양호하며, 52주 최고가 대비 현재 위치가 23.5%로 상승 여력이 존재합니다."", ""애널리스트 리포트에서 메모리 시장 회복 및 목표주가 상향 조정 의견이 제시되었습니다."", ""PER 11.9, PBR 0.85로 현재 주가가 기업 가치 대비 저평가된 구간에 있을 가능성이 있습니다.""]"
005930,삼성전자,2025-05-02,54300,Sell,75,"[""최근 1개월 수익률이 -7.65%로 하락세를 보이고 있으며, 거래량 변화율 또한 -28.84%로 감소하여 투자 심리가 위축된 것으로 판단됩니다."", ""애널리스트 리포트에서 제시된 목표주가 평균이 현재가(54,300원) 대비 상승 여력이 제한적이거나 하락 가능성을 시사하고 있습니다 (평균 목표주가 약 73,500원, 현재가 대비 약 35% 상승 여력이나, 개별 목표주가 중 70,000원, 75,000원 등 하향 제시 의견이 다수 존재)."", ""52주 최고가 대비 현재 위치가 11.6%로, 상승 여력보다는 하락 위험이 상대적으로 높아 보입니다.""]"
005930,삼성전자,2025-06-02,56800,Neutral,55,"[""현재가는 52주 최고가 대비 상당한 하락폭을 보이고 있으나, 52주 최저가 대비로는 상승한 위치에 있어 방향성 판단이 모호합니다."", ""최근 1개월 수익률은 소폭 상승했으나, 거래량 변화율은 하락하여 매수세 유입이 약함을 시사합니다."", ""애널리스트 리포트에서 제시된 목표주가는 현재가 대비 상승 여력을 보여주지만, 재무 지표(ROE 7.2%)는 눈에 띄는 개선세를 나타내지 않아 상승 동력이 제한적일 수 있습니다.""]"
