ticker,name,signal_date,price,signal,confidence,reasons
005930,삼성전자,2023-01-02,55500,Sell,65,"[""최근 1개월 수익률이 -11.34%로 하락세를 보이고 있으며, 거래량 변화율 또한 -18.94%로 감소하여 매도 압력이 존재함을 시사합니다."", ""현재가가 52주 최저가(52,600원)에 근접한 55,500원으로, 52주 최고가(80,500원) 대비 상당한 하락폭을 기록하고 있어 추가 하락 가능성을 배제할 수 없습니다."", ""PER 9.0, PBR 1.12, ROE 12.4% 등 재무 지표는 양호하나, 최근 시장의 부정적인 흐름과 기술적 지표의 하락 추세가 단기적인 주가 상승 동력을 약화시킬 수 있습니다.""]"
005930,삼성전자,2023-02-01,61800,Buy,75,"[""최근 1개월 수익률이 11.75%로 양호하며, 거래량 변화율이 47.34%로 증가하는 추세는 긍정적입니다."", ""애널리스트 리포트에서 제시된 목표주가들이 현재가(61,800원) 대비 상승 여력을 시사하고 있습니다."", ""PER 10.0, PBR 1.25, ROE 12.5%는 현재 시장 상황에서 과도하게 고평가되었다고 보기 어렵습니다.""]"
005930,삼성전자,2023-03-02,60800,Neutral,65,"[""최근 1개월 수익률이 소폭 하락하고 거래량 변화율이 감소하는 등 단기적인 모멘텀 약화 신호가 관찰됩니다."", ""애널리스트 리포트 목표주가 평균이 현재가 대비 상승 여력을 시사하지만, 목표주가 범위가 넓고 일부 리포트에서는 감산 효과에 대한 불확실성을 언급하고 있습니다."", ""PER, PBR, ROE 등 재무 지표는 양호한 수준이나, 52주 최고가 대비 현재 위치가 중간보다 약간 낮은 수준으로 추가 상승 동력이 명확하지 않습니다.""]"
005930,삼성전자,2023-04-03,63100,Neutral,65,"[""최근 애널리스트 리포트에서 제시된 목표주가 평균(약 79,000원) 대비 현재가(63,100원)는 상승 여력이 있으나, 반도체 업황에 대한 우려 섞인 분석이 존재하여 방향성 판단이 불확실합니다."", ""52주 최고가 대비 현재 위치가 60.7%로 상승 여력은 있으나, 최근 1개월 수익률이 4.30%로 긍정적인 흐름을 보이고 있으나 추세 전환을 확신하기에는 부족합니다."", ""PER 7.8, PBR 1.24, ROE 15.8% 등 재무 지표는 양호하나, 현재 시장 상황 및 반도체 업황의 불확실성으로 인해 향후 20거래일 내 뚜렷한 상승 또는 하락을 예측하기 어렵습니다.""]"
005930,삼성전자,2023-05-02,65700,Buy,75,"[""최근 1개월 수익률이 2.66%로 양호하며, 거래량 변화율도 18.24%로 긍정적인 수급 신호를 보입니다."", ""52주 최고가 대비 현재 위치가 84.5%로 상승 여력이 남아있으며, 다수의 애널리스트 리포트에서 목표주가를 현재가 대비 높게 제시하고 있습니다."", ""ROE 15.8%는 양호한 수준이며, PER 8.2, PBR 1.29는 현재 시장 상황에서 과도하게 고평가되었다고 보기 어렵습니다.""]"
005930,삼성전자,2023-06-01,70900,Buy,75,"[""최근 1개월 수익률이 8.24%로 긍정적인 흐름을 보이고 있으며, 52주 최고가 대비 현재 위치가 92.9%로 상승 여력이 남아있습니다."", ""애널리스트 리포트에서 하반기 DDR5 점유율 회복 및 목표주가 상향 조정이 제시되어 긍정적인 전망을 뒷받침합니다."", ""PER 10.7, PBR 1.38, ROE 12.9% 등 재무 지표가 시장 평균 대비 경쟁력을 갖추고 있어 기업의 펀더멘탈이 견조함을 시사합니다.""]"
005930,삼성전자,2023-07-03,73000,Sell,75,"[""현재가가 52주 최고가와 동일한 수준으로, 추가적인 상승 여력이 제한적일 수 있습니다."", ""최근 1개월 수익률은 긍정적이나, 거래량 변화율이 음수(-)로 나타나 매수세 약화를 시사합니다."", ""최근 애널리스트 리포트에서 'MX의 위기'를 언급하며 목표주가 80,000원을 제시했으나, 이는 현재가 대비 상승 여력이 크지 않음을 의미하며, 단기적인 하락 가능성을 배제할 수 없습니다.""]"
005930,삼성전자,2023-08-01,71100,Buy,75,"[""최근 30일간 애널리스트 리포트에서 제시된 목표주가들이 현재가 대비 상당한 상승 여력을 시사하고 있습니다."", ""52주 최고가 대비 현재 위치가 88.9%로, 연중 고점 부근에 위치하며 상승 추세가 이어질 가능성을 보여줍니다."", ""최근 1개월 수익률은 소폭 하락했으나, 거래량 변화율이 19.54%로 증가하며 향후 주가 변동성에 대한 기대감을 높이고 있습니다.""]"
005930,삼성전자,2023-09-01,71000,Sell,75,"[""현재가가 52주 최고가 대비 11.5% 낮은 수준으로, 단기 상승 여력이 제한적일 수 있습니다."", ""최근 1개월 수익률이 1.57%로 소폭 상승했으나, 거래량 변화율이 -19.74%로 감소하여 상승 동력이 약화되었음을 시사합니다."", ""PER 13.6, PBR 1.38, ROE 10.2% 등의 재무 지표는 시장 평균 대비 우수하다고 단정하기 어렵고, 특히 ROE가 10% 초반으로 높은 수준은 아닙니다.""]"
005930,삼성전자,2023-10-04,67500,Buy,75,"[""최근 애널리스트 리포트에서 DRAM 이익 개선 및 메모리 반도체 업황 회복 시그널이 지속적으로 언급되며 목표주가가 현재가 대비 상승 여력을 시사하고 있습니다."", ""최근 1개월 수익률이 0.60%로 소폭 상승세를 보이고 있으며, 거래량 변화율이 32.09%로 증가하여 시장의 관심이 재조명되고 있음을 나타냅니다."", ""현재 주가가 52주 최고가 대비 약 8.4% 하락한 수준이며, 52주 최저가 대비로는 약 28.3% 상승한 52주 내 위치 71.6%에 있어 추가 상승 여력이 존재할 가능성이 있습니다.""]"
