Date,Open,High,Low,Close,Volume,Change
2022-12-01,87300,87300,84600,84700,2878591,-0.35
2022-12-02,83900,83900,81800,81900,4594058,-3.31
2022-12-05,81900,82300,80700,81000,3516456,-1.1
2022-12-06,79900,81100,79800,81000,2781352,0.0
2022-12-07,79900,80700,78700,78900,3589926,-2.59
2022-12-08,78200,79800,78200,78800,3809847,-0.13
2022-12-09,79400,81500,79300,81500,2985508,3.43
2022-12-12,80100,81300,79500,81100,1242007,-0.49
2022-12-13,81300,82700,80500,82300,2761104,1.48
2022-12-14,82100,82600,81100,81800,2357491,-0.61
2022-12-15,80600,81100,79900,80200,1713617,-1.96
2022-12-16,77700,79400,77500,78400,3827227,-2.24
2022-12-19,78300,80100,78300,79000,1813544,0.77
2022-12-20,78200,78900,77800,78300,1361926,-0.89
2022-12-21,78500,79200,78000,78000,1513864,-0.38
2022-12-22,78500,79300,77900,79200,2061883,1.54
2022-12-23,77800,78300,77300,77800,1554446,-1.77
2022-12-26,77700,77700,76500,77000,1414717,-1.03
2022-12-27,77500,77600,76500,77000,1694225,0.0
2022-12-28,76800,77000,75400,76000,1891221,-1.3
2022-12-29,75200,75600,74700,75000,1736661,-1.32
2023-01-02,75100,76700,75000,75700,1376985,0.93
2023-01-03,75600,76300,73100,75600,2719437,-0.13
2023-01-04,75400,81900,75200,81000,5154609,7.14
2023-01-05,83300,83300,80800,81400,3510964,0.49
2023-01-06,81400,83600,81100,83100,3687430,2.09
2023-01-09,84900,86000,83500,86000,3948670,3.49
2023-01-10,85500,87200,85000,86500,3105311,0.58
2023-01-11,87800,88400,86500,87300,3083961,0.92
2023-01-12,88100,88100,85800,86800,3065582,-0.57
2023-01-13,86800,87500,85400,85700,2058890,-1.27
2023-01-16,86000,86500,84900,85800,1512876,0.12
2023-01-17,86400,87200,85700,86000,1586136,0.23
2023-01-18,86400,86500,84500,85100,1494262,-1.05
2023-01-19,84000,85800,84000,85500,1674834,0.47
2023-01-20,86300,87800,86100,87600,2386074,2.46
2023-01-25,92000,92000,90600,91400,3611901,4.34
2023-01-26,90800,92300,90100,92300,2319962,0.98
2023-01-27,91300,92800,90300,91500,2553811,-0.87
2023-01-30,91300,91600,90000,90700,2603297,-0.87
2023-01-31,90800,90800,86800,88500,5185088,-2.43
2023-02-01,91200,91400,88500,91400,3889171,3.28
2023-02-02,94900,94900,92700,93400,4350607,2.19
2023-02-03,92400,93200,91300,92200,2925123,-1.28
2023-02-06,91400,92000,89100,89100,2819903,-3.36
2023-02-07,88800,91200,88800,90800,2166265,1.91
2023-02-08,91700,95000,91600,94900,3964981,4.52
2023-02-09,94800,94800,92600,94400,2726568,-0.53
2023-02-10,94300,94700,93100,93500,1971090,-0.95
2023-02-13,92000,92000,89900,90600,3159031,-3.1
2023-02-14,91800,93500,91600,93400,2185525,3.09
2023-02-15,93800,94200,91200,91700,1801577,-1.82
2023-02-16,91900,93400,91600,92900,1812496,1.31
2023-02-17,91400,92700,90900,92000,1691509,-0.97
2023-02-20,92700,93300,90700,92500,1774617,0.54
2023-02-21,92500,92600,90900,91200,1477419,-1.41
2023-02-22,89900,90300,88500,89100,2301835,-2.3
2023-02-23,90000,93700,89600,92700,3659678,4.04
2023-02-24,93500,94000,91000,91000,2496352,-1.83
2023-02-27,90100,90300,89100,90000,1893345,-1.1
2023-02-28,91000,91000,88700,89400,2082486,-0.67
2023-03-02,89400,90300,87500,88100,2744038,-1.45
2023-03-03,88500,89200,87200,87300,2239958,-0.91
2023-03-06,87900,89800,87500,89700,2374415,2.75
2023-03-07,89700,90000,88800,88900,1610948,-0.89
2023-03-08,87700,87800,86400,86800,2790989,-2.36
2023-03-09,87300,87800,85300,85600,3315016,-1.38
2023-03-10,83800,84400,83100,83300,3559824,-2.69
2023-03-13,83200,84700,82400,84300,2860341,1.2
2023-03-14,82600,83000,81100,81100,3359381,-3.8
2023-03-15,81900,82300,78800,79100,5357314,-2.47
2023-03-16,76700,80200,76700,79000,4804196,-0.13
2023-03-17,81200,84800,81100,84000,6239588,6.33
2023-03-20,83800,85100,83000,83700,2223378,-0.36
2023-03-21,84100,85100,82900,83600,1880231,-0.12
2023-03-22,85200,87300,83800,86900,2667268,3.95
2023-03-23,85400,88500,85100,88500,3091673,1.84
2023-03-24,89100,90700,86700,87300,4670908,-1.36
2023-03-27,87500,87800,84700,85500,3211190,-2.06
2023-03-28,85300,88700,85200,88400,3180431,3.39
2023-03-29,87400,88700,86500,86900,3070422,-1.7
2023-03-30,89900,90500,87700,88800,4264354,2.19
2023-03-31,89200,89500,87600,88600,2676327,-0.23
2023-04-03,89700,89700,86600,87200,2502220,-1.58
2023-04-04,85700,85900,83700,84500,16808036,-3.1
2023-04-05,84300,85700,84100,84600,4380498,0.12
2023-04-06,83900,84700,82700,83800,5379170,-0.95
2023-04-07,87900,89400,86000,89100,10867359,6.32
2023-04-10,88700,92500,88500,90700,5387514,1.8
2023-04-11,90700,92200,89900,91800,5001836,1.21
2023-04-12,91900,92000,89700,90300,4751001,-1.63
2023-04-13,89500,90300,88200,88700,4907552,-1.77
2023-04-14,90100,90300,88600,89300,2324722,0.68
2023-04-17,89000,89000,87700,88500,1877825,-0.9
2023-04-18,89300,89300,87300,87600,1763334,-1.02
2023-04-19,88000,88500,86600,88200,2024519,0.68
2023-04-20,86600,88400,86200,87700,1746001,-0.57
2023-04-21,87700,89800,87200,89100,2624982,1.6
2023-04-24,88100,88800,87000,87200,2054455,-2.13
2023-04-25,87500,87800,83700,85500,4096411,-1.95
2023-04-26,86400,88700,86200,87400,3240654,2.22
2023-04-27,87900,89200,86000,88800,2980163,1.6
2023-04-28,90800,91400,88700,89500,3737493,0.79
2023-05-02,90900,90900,88900,90200,2427349,0.78
2023-05-03,89000,90300,88600,89800,1779615,-0.44
2023-05-04,88900,89600,87500,88700,1794303,-1.22
2023-05-08,89700,90000,87700,88700,2615242,0.0
2023-05-09,88400,88600,86700,87300,2297473,-1.58
2023-05-10,87200,87700,86300,86900,2137658,-0.46
2023-05-11,86900,87300,85000,86300,2806299,-0.69
2023-05-12,86300,87600,86200,87200,2712372,1.04
2023-05-15,87000,87100,85500,86400,2357794,-0.92
2023-05-16,89500,90700,88500,90400,5121364,4.63
