ticker,name,market,sector,cond,signal_filter,n_buy,buy_mean_20d,buy_hit_rate_20d,buy_sharpe_20d,buy_excess_mean_20d,buy_excess_hit_rate_20d,buy_excess_sharpe_20d
000270,기아,코스피,자동차,cond3,Buy,20,1.334,55.0,0.619,-0.324,55.0,-0.134
000660,SK하이닉스,코스피,반도체,cond3,Buy,20,8.436,75.0,1.871,5.488,70.0,1.591
005380,현대차,코스피,자동차,cond3,Buy,24,2.545,62.5,1.359,0.995,62.5,0.63
005930,삼성전자,코스피,반도체,cond3,Buy,19,3.736,47.4,1.291,1.784,47.4,0.866
006400,삼성SDI,코스피,배터리,cond3,Buy,10,-1.899,40.0,-1.687,-2.06,50.0,-1.652
012450,한화에어로스페이스,코스피,기타,cond3,Buy,23,7.508,60.9,1.383,5.267,52.2,0.948
034020,두산에너빌리티,코스피,기타,cond3,Buy,14,2.35,50.0,0.407,1.308,42.9,0.258
035420,네이버,코스피,IT플랫폼,cond3,Buy,20,0.716,40.0,0.221,-1.24,30.0,-0.443
035720,카카오,코스피,IT플랫폼,cond3,Buy,9,4.076,55.6,0.903,-0.257,22.2,-0.07
051910,LG화학,코스피,기타,cond3,Buy,13,2.565,46.2,0.61,-0.058,30.8,-0.016
055550,신한지주,코스피,금융,cond3,Buy,22,2.874,63.6,1.143,0.841,45.5,0.33
068270,셀트리온,코스피,바이오,cond3,Buy,14,4.323,57.1,1.418,1.977,64.3,0.627
105560,KB금융,코스피,금융,cond3,Buy,24,2.266,70.8,1.006,0.294,54.2,0.118
196170,알테오젠,코스닥,바이오,cond3,Buy,20,3.938,55.0,0.754,4.702,55.0,0.853
207940,삼성바이오로직스,코스피,바이오,cond3,Buy,3,3.438,100.0,4.274,-0.513,33.3,-0.183
247540,에코프로비엠,코스닥,배터리,cond3,Buy,1,10.853,100.0,,8.104,100.0,
259960,크래프톤,코스피,기타,cond3,Buy,25,3.026,60.0,1.323,1.061,60.0,0.441
329180,HD현대중공업,코스피,기타,cond3,Buy,15,1.627,46.7,0.66,-0.829,33.3,-0.377
352820,HYBE,코스피,기타,cond3,Buy,12,0.599,50.0,0.193,-0.675,58.3,-0.226
373220,LG에너지솔루션,코스피,배터리,cond3,Buy,9,-1.582,33.3,-0.947,-2.276,22.2,-1.639
000270,기아,코스피,자동차,cond4,Buy,25,1.71,60.0,0.868,0.583,60.0,0.252
000660,SK하이닉스,코스피,반도체,cond4,Buy,22,6.023,68.2,1.367,3.58,63.6,1.058
005380,현대차,코스피,자동차,cond4,Buy,20,1.585,65.0,0.917,0.586,65.0,0.328
005930,삼성전자,코스피,반도체,cond4,Buy,22,3.617,50.0,1.293,1.543,45.5,0.801
006400,삼성SDI,코스피,배터리,cond4,Buy,13,-3.24,38.5,-1.689,-3.529,38.5,-2.39
012450,한화에어로스페이스,코스피,기타,cond4,Buy,31,9.228,64.5,1.728,6.857,58.1,1.254
034020,두산에너빌리티,코스피,기타,cond4,Buy,15,3.094,46.7,0.573,2.367,53.3,0.498
035420,네이버,코스피,IT플랫폼,cond4,Buy,25,1.165,44.0,0.374,-1.142,36.0,-0.419
035720,카카오,코스피,IT플랫폼,cond4,Buy,7,2.576,42.9,0.504,0.197,14.3,0.051
051910,LG화학,코스피,기타,cond4,Buy,11,-0.214,36.4,-0.052,-2.848,27.3,-0.791
055550,신한지주,코스피,금융,cond4,Buy,20,2.698,60.0,1.029,0.393,45.0,0.153
068270,셀트리온,코스피,바이오,cond4,Buy,16,4.507,62.5,1.552,1.969,56.2,0.704
105560,KB금융,코스피,금융,cond4,Buy,24,2.002,70.8,0.904,0.258,54.2,0.104
196170,알테오젠,코스닥,바이오,cond4,Buy,14,3.889,64.3,1.26,1.778,50.0,0.613
207940,삼성바이오로직스,코스피,바이오,cond4,Buy,6,-0.94,50.0,-0.618,-1.766,16.7,-0.938
247540,에코프로비엠,코스닥,배터리,cond4,Buy,0,,,,,,
259960,크래프톤,코스피,기타,cond4,Buy,26,2.473,57.7,1.04,0.278,57.7,0.106
329180,HD현대중공업,코스피,기타,cond4,Buy,9,3.086,55.6,1.149,-1.289,33.3,-0.483
352820,HYBE,코스피,기타,cond4,Buy,10,1.749,50.0,0.612,1.73,70.0,0.722
373220,LG에너지솔루션,코스피,배터리,cond4,Buy,9,-0.525,44.4,-0.307,-0.785,33.3,-0.47
000270,기아,코스피,자동차,cond4_no_reports,Buy,22,1.468,59.1,0.72,0.738,59.1,0.299
000660,SK하이닉스,코스피,반도체,cond4_no_reports,Buy,4,1.413,25.0,0.281,-3.296,25.0,-0.9
005380,현대차,코스피,자동차,cond4_no_reports,Buy,13,0.63,53.8,0.309,-0.049,61.5,-0.023
005930,삼성전자,코스피,반도체,cond4_no_reports,Buy,11,2.7,54.5,1.178,1.111,54.5,0.717
006400,삼성SDI,코스피,배터리,cond4_no_reports,Buy,9,-1.426,44.4,-1.295,-1.833,55.6,-1.435
012450,한화에어로스페이스,코스피,기타,cond4_no_reports,Buy,28,9.589,64.3,1.727,6.914,57.1,1.214
034020,두산에너빌리티,코스피,기타,cond4_no_reports,Buy,12,-1.399,41.7,-0.678,-1.457,50.0,-0.747
035420,네이버,코스피,IT플랫폼,cond4_no_reports,Buy,12,-4.585,8.3,-4.315,-6.274,0.0,-5.533
035720,카카오,코스피,IT플랫폼,cond4_no_reports,Buy,2,-7.506,0.0,-9.058,-5.611,0.0,-8.407
051910,LG화학,코스피,기타,cond4_no_reports,Buy,1,3.994,100.0,,5.485,100.0,
055550,신한지주,코스피,금융,cond4_no_reports,Buy,12,6.017,75.0,2.797,1.962,50.0,0.781
068270,셀트리온,코스피,바이오,cond4_no_reports,Buy,1,-11.099,0.0,,-9.608,0.0,
105560,KB금융,코스피,금융,cond4_no_reports,Buy,15,2.516,73.3,0.991,-0.101,60.0,-0.036
196170,알테오젠,코스닥,바이오,cond4_no_reports,Buy,8,6.69,75.0,1.839,6.223,75.0,2.116
207940,삼성바이오로직스,코스피,바이오,cond4_no_reports,Buy,18,0.601,44.4,0.257,-0.187,38.9,-0.088
247540,에코프로비엠,코스닥,배터리,cond4_no_reports,Buy,0,,,,,,
259960,크래프톤,코스피,기타,cond4_no_reports,Buy,9,1.488,44.4,0.505,-0.573,44.4,-0.199
329180,HD현대중공업,코스피,기타,cond4_no_reports,Buy,2,6.257,50.0,1.684,3.611,50.0,1.477
352820,HYBE,코스피,기타,cond4_no_reports,Buy,3,-7.095,0.0,-7.958,-3.84,33.3,-2.918
373220,LG에너지솔루션,코스피,배터리,cond4_no_reports,Buy,4,2.415,75.0,1.976,3.644,75.0,2.978
