date,ticker,name,fiscal_period,report_name,revenue,operating_income,net_income,operating_margin,debt_ratio,operating_cashflow,dividend_yield,revenue_yoy,operating_income_yoy
2023-01-02,051910,LG화학,2022 3분기,분기보고서,14177663000000.0,901186000000.0,713876000000.0,6.36,79.9,-1530808000000.0,1.9,33.78,23.93
2023-02-01,051910,LG화학,2022 3분기,분기보고서,14177663000000.0,901186000000.0,713876000000.0,6.36,79.9,-1530808000000.0,1.9,33.78,23.93
2023-03-02,051910,LG화학,2022 3분기,분기보고서,14177663000000.0,901186000000.0,713876000000.0,6.36,79.9,-1530808000000.0,1.9,33.78,23.93
2023-04-03,051910,LG화학,2022 연간,사업보고서,51864888000000.0,2995698000000.0,2195518000000.0,5.78,81.35,569880000000.0,1.6,21.75,-40.4
2023-05-02,051910,LG화학,2022 연간,사업보고서,51864888000000.0,2995698000000.0,2195518000000.0,5.78,81.35,569880000000.0,1.6,21.75,-40.4
2023-06-01,051910,LG화학,2023 1분기,분기보고서,14486266000000.0,791025000000.0,669050000000.0,5.46,84.61,503297000000.0,1.6,24.94,-22.81
2023-07-03,051910,LG화학,2023 1분기,분기보고서,14486266000000.0,791025000000.0,669050000000.0,5.46,84.61,503297000000.0,1.6,24.94,-22.81
2023-08-01,051910,LG화학,2023 1분기,분기보고서,14486266000000.0,791025000000.0,669050000000.0,5.46,84.61,503297000000.0,1.6,24.94,-22.81
2023-09-01,051910,LG화학,2023 2분기,반기보고서,14541521000000.0,615559000000.0,670811000000.0,4.23,83.05,2474319000000.0,1.6,18.8,-29.93
2023-10-04,051910,LG화학,2023 2분기,반기보고서,14541521000000.0,615559000000.0,670811000000.0,4.23,83.05,2474319000000.0,1.6,18.8,-29.93
2023-11-01,051910,LG화학,2023 2분기,반기보고서,14541521000000.0,615559000000.0,670811000000.0,4.23,83.05,2474319000000.0,1.6,18.8,-29.93
2023-12-01,051910,LG화학,2023 3분기,분기보고서,13494826000000.0,860426000000.0,585044000000.0,6.38,87.36,4130223000000.0,1.6,-3.5,-5.59
2024-01-02,051910,LG화학,2023 3분기,분기보고서,13494826000000.0,860426000000.0,585044000000.0,6.38,87.36,4130223000000.0,1.6,-3.5,-5.59
2024-02-01,051910,LG화학,2023 3분기,분기보고서,13494826000000.0,860426000000.0,585044000000.0,6.38,87.36,4130223000000.0,1.6,-3.5,-5.59
2024-03-04,051910,LG화학,2023 3분기,분기보고서,13494826000000.0,860426000000.0,585044000000.0,6.38,87.36,4130223000000.0,1.6,-3.5,-5.59
2024-04-01,051910,LG화학,2023 연간,사업보고서,55249785000000.0,2529196000000.0,2053425000000.0,4.58,89.23,7536462000000.0,0.7,8.37,-15.11
2024-05-02,051910,LG화학,2023 연간,사업보고서,55249785000000.0,2529196000000.0,2053425000000.0,4.58,89.23,7536462000000.0,0.7,8.37,-15.11
2024-06-03,051910,LG화학,2024 1분기,분기보고서,11609432000000.0,264631000000.0,341699000000.0,2.28,90.18,453694000000.0,0.7,-18.73,-67.07
2024-07-01,051910,LG화학,2024 1분기,분기보고서,11609432000000.0,264631000000.0,341699000000.0,2.28,90.18,453694000000.0,0.7,-18.73,-67.07
2024-08-01,051910,LG화학,2024 1분기,분기보고서,11609432000000.0,264631000000.0,341699000000.0,2.28,90.18,453694000000.0,0.7,-18.73,-67.07
2024-09-02,051910,LG화학,2024 2분기,반기보고서,12299672000000.0,405860000000.0,59793000000.0,3.3,90.19,1943429000000.0,0.7,-14.2,-34.29
2024-10-02,051910,LG화학,2024 2분기,반기보고서,12299672000000.0,405860000000.0,59793000000.0,3.3,90.19,1943429000000.0,0.7,-14.2,-34.29
2024-11-01,051910,LG화학,2024 2분기,반기보고서,12299672000000.0,405860000000.0,59793000000.0,3.3,90.19,1943429000000.0,0.7,-14.2,-34.29
2024-12-02,051910,LG화학,2024 3분기,분기보고서,12670398000000.0,498356000000.0,1012734000000.0,3.93,94.65,2785627000000.0,0.7,-6.11,-42.08
2025-01-02,051910,LG화학,2024 3분기,분기보고서,12670398000000.0,498356000000.0,1012734000000.0,3.93,94.65,2785627000000.0,0.7,-6.11,-42.08
2025-02-03,051910,LG화학,2024 3분기,분기보고서,12670398000000.0,498356000000.0,1012734000000.0,3.93,94.65,2785627000000.0,0.7,-6.11,-42.08
2025-03-04,051910,LG화학,2024 3분기,분기보고서,12670398000000.0,498356000000.0,1012734000000.0,3.93,94.65,2785627000000.0,0.7,-6.11,-42.08
2025-04-01,051910,LG화학,2024 연간,사업보고서,48916104000000.0,916798000000.0,515011000000.0,1.87,95.56,7012339000000.0,0.4,-11.46,-63.75
2025-05-02,051910,LG화학,2024 연간,사업보고서,48916104000000.0,916798000000.0,515011000000.0,1.87,95.56,7012339000000.0,0.4,-11.46,-63.75
2025-06-02,051910,LG화학,2025 1분기,분기보고서,12171015000000.0,446971000000.0,260370000000.0,3.67,97.67,1892658000000.0,0.4,4.84,68.9
2025-07-01,051910,LG화학,2025 1분기,분기보고서,12171015000000.0,446971000000.0,260370000000.0,3.67,97.67,1892658000000.0,0.4,4.84,68.9
