date,ticker,name,fiscal_period,report_name,revenue,operating_income,net_income,operating_margin,debt_ratio,operating_cashflow,dividend_yield,revenue_yoy,operating_income_yoy
2023-01-02,055550,신한지주,2022 3분기,분기보고서,,,,,,,5.16,,
2023-02-01,055550,신한지주,2022 3분기,분기보고서,,,,,,,5.16,,
2023-03-02,055550,신한지주,2022 3분기,분기보고서,,,,,,,5.16,,
2023-04-03,055550,신한지주,2022 연간,사업보고서,,,,,,,5.49,,
2023-05-02,055550,신한지주,2022 연간,사업보고서,,,,,,,5.49,,
2023-06-01,055550,신한지주,2023 1분기,분기보고서,,,,,,,5.49,,
2023-07-03,055550,신한지주,2023 1분기,분기보고서,,,,,,,5.49,,
2023-08-01,055550,신한지주,2023 1분기,분기보고서,,,,,,,5.49,,
2023-09-01,055550,신한지주,2023 2분기,반기보고서,,,,,,,5.49,,
2023-10-04,055550,신한지주,2023 2분기,반기보고서,,,,,,,5.49,,
2023-11-01,055550,신한지주,2023 2분기,반기보고서,,,,,,,5.49,,
2023-12-01,055550,신한지주,2023 3분기,분기보고서,,1704133000000.0,1218825000000.0,,1123.07,,5.49,,-1.14
2024-01-02,055550,신한지주,2023 3분기,분기보고서,,1704133000000.0,1218825000000.0,,1123.07,,5.49,,-1.14
2024-02-01,055550,신한지주,2023 3분기,분기보고서,,1704133000000.0,1218825000000.0,,1123.07,,5.49,,-1.14
2024-03-04,055550,신한지주,2023 3분기,분기보고서,,1704133000000.0,1218825000000.0,,1123.07,,5.49,,-1.14
2024-04-01,055550,신한지주,2023 연간,사업보고서,,6100850000000.0,4478000000000.0,,1128.29,,4.78,,3.31
2024-05-02,055550,신한지주,2023 연간,사업보고서,,6100850000000.0,4478000000000.0,,1128.29,,4.78,,3.31
2024-06-03,055550,신한지주,2024 1분기,분기보고서,,2068236000000.0,1347829000000.0,,1150.33,,4.78,,17.77
2024-07-01,055550,신한지주,2024 1분기,분기보고서,,2068236000000.0,1347829000000.0,,1150.33,,4.78,,17.77
2024-08-01,055550,신한지주,2024 1분기,분기보고서,,2068236000000.0,1347829000000.0,,1150.33,,4.78,,17.77
2024-09-02,055550,신한지주,2024 2분기,반기보고서,,1852543000000.0,1450986000000.0,,1163.28,-2662892000000.0,4.78,,6.71
2024-10-02,055550,신한지주,2024 2분기,반기보고서,,1852543000000.0,1450986000000.0,,1163.28,-2662892000000.0,4.78,,6.71
2024-11-01,055550,신한지주,2024 2분기,반기보고서,,1852543000000.0,1450986000000.0,,1163.28,-2662892000000.0,4.78,,6.71
2024-12-02,055550,신한지주,2024 3분기,분기보고서,,1869897000000.0,1325449000000.0,,1168.39,4117611000000.0,4.78,,9.73
2025-01-02,055550,신한지주,2024 3분기,분기보고서,,1869897000000.0,1325449000000.0,,1168.39,4117611000000.0,4.78,,9.73
2025-02-03,055550,신한지주,2024 3분기,분기보고서,,1869897000000.0,1325449000000.0,,1168.39,4117611000000.0,4.78,,9.73
2025-03-04,055550,신한지주,2024 3분기,분기보고서,,1869897000000.0,1325449000000.0,,1168.39,4117611000000.0,4.78,,9.73
2025-04-01,055550,신한지주,2024 연간,사업보고서,,6458670000000.0,4558170000000.0,,1157.65,4626299000000.0,4.26,,5.87
2025-05-02,055550,신한지주,2024 연간,사업보고서,,6458670000000.0,4558170000000.0,,1157.65,4626299000000.0,4.26,,5.87
2025-06-02,055550,신한지주,2025 1분기,분기보고서,,1944214000000.0,1517046000000.0,,1157.38,6504769000000.0,4.26,,-6.0
2025-07-01,055550,신한지주,2025 1분기,분기보고서,,1944214000000.0,1517046000000.0,,1157.38,6504769000000.0,4.26,,-6.0
2025-08-01,055550,신한지주,2025 1분기,분기보고서,,1944214000000.0,1517046000000.0,,1157.38,6504769000000.0,4.26,,-6.0
2025-09-01,055550,신한지주,2025 2분기,반기보고서,,2014257000000.0,1577234000000.0,,1150.4,,4.26,,8.73
2025-10-01,055550,신한지주,2025 2분기,반기보고서,,2014257000000.0,1577234000000.0,,1150.4,,4.26,,8.73
2025-11-03,055550,신한지주,2025 2분기,반기보고서,,2014257000000.0,1577234000000.0,,1150.4,,4.26,,8.73
2025-12-01,055550,신한지주,2025 3분기,분기보고서,,1954623000000.0,1452190000000.0,,1192.46,,4.26,,4.53
