date,ticker,name,fiscal_period,report_name,revenue,operating_income,net_income,operating_margin,debt_ratio,operating_cashflow,dividend_yield,revenue_yoy,operating_income_yoy
2023-01-02,005380,현대차,2022 3분기,분기보고서,37705442000000.0,1551819000000.0,1411490000000.0,4.12,188.22,7100275000000.0,2.4,30.62,-3.41
2023-02-01,005380,현대차,2022 3분기,분기보고서,37705442000000.0,1551819000000.0,1411490000000.0,4.12,188.22,7100275000000.0,2.4,30.62,-3.41
2023-03-02,005380,현대차,2022 3분기,분기보고서,37705442000000.0,1551819000000.0,1411490000000.0,4.12,188.22,7100275000000.0,2.4,30.62,-3.41
2023-04-03,005380,현대차,2022 연간,사업보고서,142527535000000.0,9819769000000.0,7983614000000.0,6.89,181.36,10627311000000.0,4.5,21.19,47.03
2023-05-02,005380,현대차,2022 연간,사업보고서,142527535000000.0,9819769000000.0,7983614000000.0,6.89,181.36,10627311000000.0,4.5,21.19,47.03
2023-06-01,005380,현대차,2023 1분기,분기보고서,37778693000000.0,3592699000000.0,3419403000000.0,9.51,181.48,57673000000.0,4.5,24.69,86.25
2023-07-03,005380,현대차,2023 1분기,분기보고서,37778693000000.0,3592699000000.0,3419403000000.0,9.51,181.48,57673000000.0,4.5,24.69,86.25
2023-08-01,005380,현대차,2023 1분기,분기보고서,37778693000000.0,3592699000000.0,3419403000000.0,9.51,181.48,57673000000.0,4.5,24.69,86.25
2023-09-01,005380,현대차,2023 2분기,반기보고서,42249695000000.0,4237931000000.0,3346813000000.0,10.03,178.48,-147052000000.0,4.5,17.36,42.22
2023-10-04,005380,현대차,2023 2분기,반기보고서,42249695000000.0,4237931000000.0,3346813000000.0,10.03,178.48,-147052000000.0,4.5,17.36,42.22
2023-11-01,005380,현대차,2023 2분기,반기보고서,42249695000000.0,4237931000000.0,3346813000000.0,10.03,178.48,-147052000000.0,4.5,17.36,42.22
2023-12-01,005380,현대차,2023 3분기,분기보고서,41002663000000.0,3821799000000.0,3303451000000.0,9.32,175.79,-349771000000.0,4.5,8.74,146.28
2024-01-02,005380,현대차,2023 3분기,분기보고서,41002663000000.0,3821799000000.0,3303451000000.0,9.32,175.79,-349771000000.0,4.5,8.74,146.28
2024-02-01,005380,현대차,2023 3분기,분기보고서,41002663000000.0,3821799000000.0,3303451000000.0,9.32,175.79,-349771000000.0,4.5,8.74,146.28
2024-03-04,005380,현대차,2023 3분기,분기보고서,41002663000000.0,3821799000000.0,3303451000000.0,9.32,175.79,-349771000000.0,4.5,8.74,146.28
2024-04-01,005380,현대차,2023 연간,사업보고서,162663579000000.0,15126901000000.0,12272301000000.0,9.3,177.44,-2518760000000.0,4.7,14.43,53.96
2024-05-02,005380,현대차,2023 연간,사업보고서,162663579000000.0,15126901000000.0,12272301000000.0,9.3,177.44,-2518760000000.0,4.7,14.43,53.96
2024-06-03,005380,현대차,2024 1분기,분기보고서,40658539000000.0,3557362000000.0,3376001000000.0,8.75,182.09,-942600000000.0,4.7,7.65,-2.33
2024-07-01,005380,현대차,2024 1분기,분기보고서,40658539000000.0,3557362000000.0,3376001000000.0,8.75,182.09,-942600000000.0,4.7,7.65,-2.33
2024-08-01,005380,현대차,2024 1분기,분기보고서,40658539000000.0,3557362000000.0,3376001000000.0,8.75,182.09,-942600000000.0,4.7,7.65,-2.33
2024-09-02,005380,현대차,2024 2분기,반기보고서,45020581000000.0,4279136000000.0,4173900000000.0,9.5,179.51,1228407000000.0,4.7,6.6,0.73
2024-10-02,005380,현대차,2024 2분기,반기보고서,45020581000000.0,4279136000000.0,4173900000000.0,9.5,179.51,1228407000000.0,4.7,6.6,0.73
2024-11-01,005380,현대차,2024 2분기,반기보고서,45020581000000.0,4279136000000.0,4173900000000.0,9.5,179.51,1228407000000.0,4.7,6.6,0.73
2024-12-02,005380,현대차,2024 3분기,분기보고서,42928332000000.0,3580900000000.0,3205850000000.0,8.34,174.48,-1730442000000.0,4.7,4.73,-6.47
2025-01-02,005380,현대차,2024 3분기,분기보고서,42928332000000.0,3580900000000.0,3205850000000.0,8.34,174.48,-1730442000000.0,4.7,4.73,-6.47
2025-02-03,005380,현대차,2024 3분기,분기보고서,42928332000000.0,3580900000000.0,3205850000000.0,8.34,174.48,-1730442000000.0,4.7,4.73,-6.47
2025-03-04,005380,현대차,2024 3분기,분기보고서,42928332000000.0,3580900000000.0,3205850000000.0,8.34,174.48,-1730442000000.0,4.7,4.73,-6.47
2025-04-01,005380,현대차,2024 연간,사업보고서,175231153000000.0,14239592000000.0,13229908000000.0,8.13,182.52,-5661641000000.0,5.9,7.73,-5.87
2025-05-02,005380,현대차,2024 연간,사업보고서,175231153000000.0,14239592000000.0,13229908000000.0,8.13,182.52,-5661641000000.0,5.9,7.73,-5.87
2025-06-02,005380,현대차,2025 1분기,분기보고서,44407761000000.0,3633609000000.0,3382174000000.0,8.18,182.67,2002906000000.0,5.9,9.22,2.14
2025-07-01,005380,현대차,2025 1분기,분기보고서,44407761000000.0,3633609000000.0,3382174000000.0,8.18,182.67,2002906000000.0,5.9,9.22,2.14
2025-08-01,005380,현대차,2025 1분기,분기보고서,44407761000000.0,3633609000000.0,3382174000000.0,8.18,182.67,2002906000000.0,5.9,9.22,2.14
2025-09-01,005380,현대차,2025 2분기,반기보고서,48286677000000.0,3601597000000.0,3250390000000.0,7.46,179.51,959651000000.0,5.9,7.25,-15.83
2025-10-01,005380,현대차,2025 2분기,반기보고서,48286677000000.0,3601597000000.0,3250390000000.0,7.46,179.51,959651000000.0,5.9,7.25,-15.83
2025-11-03,005380,현대차,2025 2분기,반기보고서,48286677000000.0,3601597000000.0,3250390000000.0,7.46,179.51,959651000000.0,5.9,7.25,-15.83
2025-12-01,005380,현대차,2025 3분기,분기보고서,46721448000000.0,2537266000000.0,2548183000000.0,5.43,182.76,-3900860000000.0,5.9,8.84,-29.14
