date,ticker,name,fiscal_period,report_name,revenue,operating_income,net_income,operating_margin,debt_ratio,operating_cashflow,dividend_yield,revenue_yoy,operating_income_yoy
2023-01-02,035420,네이버,2022 3분기,분기보고서,2057332225258.0,330243307021.0,231554407593.0,16.05,41.44,929829261177.0,0.1,19.11,-5.58
2023-02-01,035420,네이버,2022 3분기,분기보고서,2057332225258.0,330243307021.0,231554407593.0,16.05,41.44,929829261177.0,0.1,19.11,-5.58
2023-03-02,035420,네이버,2022 3분기,분기보고서,2057332225258.0,330243307021.0,231554407593.0,16.05,41.44,929829261177.0,0.1,19.11,-5.58
2023-04-03,035420,네이버,2022 연간,사업보고서,8220078708810.0,1304664410543.0,673180300087.0,15.87,44.56,1453390444990.0,0.4,20.57,-1.57
2023-05-02,035420,네이버,2022 연간,사업보고서,8220078708810.0,1304664410543.0,673180300087.0,15.87,44.56,1453390444990.0,0.4,20.57,-1.57
2023-06-01,035420,네이버,2023 1분기,분기보고서,2280442537690.0,330492062205.0,43655223104.0,14.49,48.29,446126861608.0,0.4,23.59,9.51
2023-07-03,035420,네이버,2023 1분기,분기보고서,2280442537690.0,330492062205.0,43655223104.0,14.49,48.29,446126861608.0,0.4,23.59,9.51
2023-08-01,035420,네이버,2023 1분기,분기보고서,2280442537690.0,330492062205.0,43655223104.0,14.49,48.29,446126861608.0,0.4,23.59,9.51
2023-09-01,035420,네이버,2023 2분기,반기보고서,2407904484962.0,372656459888.0,286715355833.0,15.48,47.75,814692259775.0,0.4,17.7,10.86
2023-10-04,035420,네이버,2023 2분기,반기보고서,2407904484962.0,372656459888.0,286715355833.0,15.48,47.75,814692259775.0,0.4,17.7,10.86
2023-11-01,035420,네이버,2023 2분기,반기보고서,2407904484962.0,372656459888.0,286715355833.0,15.48,47.75,814692259775.0,0.4,17.7,10.86
2023-12-01,035420,네이버,2023 3분기,분기보고서,2445292487206.0,380180743422.0,356206766749.0,15.55,49.27,1417977576855.0,0.4,18.86,15.12
2024-01-02,035420,네이버,2023 3분기,분기보고서,2445292487206.0,380180743422.0,356206766749.0,15.55,49.27,1417977576855.0,0.4,18.86,15.12
2024-02-01,035420,네이버,2023 3분기,분기보고서,2445292487206.0,380180743422.0,356206766749.0,15.55,49.27,1417977576855.0,0.4,18.86,15.12
2024-03-04,035420,네이버,2023 3분기,분기보고서,2445292487206.0,380180743422.0,356206766749.0,15.55,49.27,1417977576855.0,0.4,18.86,15.12
2024-04-01,035420,네이버,2023 연간,사업보고서,9670643576585.0,1488820269608.0,985017762493.0,15.4,47.45,2002233273518.0,0.3,17.65,14.12
2024-05-02,035420,네이버,2023 연간,사업보고서,9670643576585.0,1488820269608.0,985017762493.0,15.4,47.45,2002233273518.0,0.3,17.65,14.12
2024-06-03,035420,네이버,2024 1분기,분기보고서,2526055415876.0,439293106330.0,555803310517.0,17.39,45.86,621800458562.0,0.3,10.77,32.92
2024-07-01,035420,네이버,2024 1분기,분기보고서,2526055415876.0,439293106330.0,555803310517.0,17.39,45.86,621800458562.0,0.3,10.77,32.92
2024-08-01,035420,네이버,2024 1분기,분기보고서,2526055415876.0,439293106330.0,555803310517.0,17.39,45.86,621800458562.0,0.3,10.77,32.92
2024-09-02,035420,네이버,2024 2분기,반기보고서,2610485920192.0,472685144828.0,332056526993.0,18.11,44.95,1225258540731.0,0.3,8.41,26.84
2024-10-02,035420,네이버,2024 2분기,반기보고서,2610485920192.0,472685144828.0,332056526993.0,18.11,44.95,1225258540731.0,0.3,8.41,26.84
2024-11-01,035420,네이버,2024 2분기,반기보고서,2610485920192.0,472685144828.0,332056526993.0,18.11,44.95,1225258540731.0,0.3,8.41,26.84
2024-12-02,035420,네이버,2024 3분기,분기보고서,2715557161556.0,525269664443.0,530077779234.0,19.34,42.62,1721321875866.0,0.3,11.05,38.16
2025-01-02,035420,네이버,2024 3분기,분기보고서,2715557161556.0,525269664443.0,530077779234.0,19.34,42.62,1721321875866.0,0.3,11.05,38.16
2025-02-03,035420,네이버,2024 3분기,분기보고서,2715557161556.0,525269664443.0,530077779234.0,19.34,42.62,1721321875866.0,0.3,11.05,38.16
2025-03-04,035420,네이버,2024 3분기,분기보고서,2715557161556.0,525269664443.0,530077779234.0,19.34,42.62,1721321875866.0,0.3,11.05,38.16
2025-04-01,035420,네이버,2024 연간,사업보고서,10737719264647.0,1979263438827.0,1931976372953.0,18.43,41.36,2589874337746.0,0.5,11.03,32.94
2025-05-02,035420,네이버,2024 연간,사업보고서,10737719264647.0,1979263438827.0,1931976372953.0,18.43,41.36,2589874337746.0,0.5,11.03,32.94
2025-06-02,035420,네이버,2025 1분기,분기보고서,2786783351907.0,505301333937.0,423661329790.0,18.13,40.26,606714754347.0,0.5,10.32,15.03
2025-07-01,035420,네이버,2025 1분기,분기보고서,2786783351907.0,505301333937.0,423661329790.0,18.13,40.26,606714754347.0,0.5,10.32,15.03
2025-08-01,035420,네이버,2025 1분기,분기보고서,2786783351907.0,505301333937.0,423661329790.0,18.13,40.26,606714754347.0,0.5,10.32,15.03
2025-09-01,035420,네이버,2025 2분기,반기보고서,2915085056213.0,521553747074.0,497358303760.0,17.89,40.86,1124942340048.0,0.5,11.67,10.34
2025-10-01,035420,네이버,2025 2분기,반기보고서,2915085056213.0,521553747074.0,497358303760.0,17.89,40.86,1124942340048.0,0.5,11.67,10.34
2025-11-03,035420,네이버,2025 2분기,반기보고서,2915085056213.0,521553747074.0,497358303760.0,17.89,40.86,1124942340048.0,0.5,11.67,10.34
2025-12-01,035420,네이버,2025 3분기,분기보고서,3138054569501.0,570646831171.0,734723721225.0,18.18,41.59,2151290046352.0,0.5,15.56,8.64
