date,ticker,name,fiscal_period,report_name,revenue,operating_income,net_income,operating_margin,debt_ratio,operating_cashflow,dividend_yield,revenue_yoy,operating_income_yoy
2023-01-02,329180,HD현대중공업,2022 3분기,분기보고서,2203563727000.0,14340140000.0,50383254000.0,0.65,228.61,129402504000.0,,15.95,-80.81
2023-02-01,329180,HD현대중공업,2022 3분기,분기보고서,2203563727000.0,14340140000.0,50383254000.0,0.65,228.61,129402504000.0,,15.95,-80.81
2023-03-02,329180,HD현대중공업,2022 3분기,분기보고서,2203563727000.0,14340140000.0,50383254000.0,0.65,228.61,129402504000.0,,15.95,-80.81
2023-04-03,329180,HD현대중공업,2022 연간,사업보고서,9045480488000.0,-289151153000.0,-352064622000.0,-3.2,208.06,71218400000.0,,8.83,63.87
2023-05-02,329180,HD현대중공업,2022 연간,사업보고서,9045480488000.0,-289151153000.0,-352064622000.0,-3.2,208.06,71218400000.0,,8.83,63.87
2023-06-01,329180,HD현대중공업,2023 1분기,분기보고서,2632890261000.0,-41468730000.0,-20551751000.0,-1.58,222.66,67804619000.0,,31.54,80.93
2023-07-03,329180,HD현대중공업,2023 1분기,분기보고서,2632890261000.0,-41468730000.0,-20551751000.0,-1.58,222.66,67804619000.0,,31.54,80.93
2023-08-01,329180,HD현대중공업,2023 1분기,분기보고서,2632890261000.0,-41468730000.0,-20551751000.0,-1.58,222.66,67804619000.0,,31.54,80.93
2023-09-01,329180,HD현대중공업,2023 2분기,반기보고서,3064397813000.0,68534227000.0,24068804000.0,2.24,225.99,-320741730000.0,,41.48,163.31
2023-10-04,329180,HD현대중공업,2023 2분기,반기보고서,3064397813000.0,68534227000.0,24068804000.0,2.24,225.99,-320741730000.0,,41.48,163.31
2023-11-01,329180,HD현대중공업,2023 2분기,반기보고서,3064397813000.0,68534227000.0,24068804000.0,2.24,225.99,-320741730000.0,,41.48,163.31
2023-12-01,329180,HD현대중공업,2023 3분기,분기보고서,2853526385000.0,12907756000.0,-9828134000.0,0.45,240.27,-52345252000.0,,29.5,-9.99
2024-01-02,329180,HD현대중공업,2023 3분기,분기보고서,2853526385000.0,12907756000.0,-9828134000.0,0.45,240.27,-52345252000.0,,29.5,-9.99
2024-02-01,329180,HD현대중공업,2023 3분기,분기보고서,2853526385000.0,12907756000.0,-9828134000.0,0.45,240.27,-52345252000.0,,29.5,-9.99
2024-03-04,329180,HD현대중공업,2023 3분기,분기보고서,2853526385000.0,12907756000.0,-9828134000.0,0.45,240.27,-52345252000.0,,29.5,-9.99
2024-04-01,329180,HD현대중공업,2023 연간,사업보고서,11963925991000.0,178639965000.0,24689214000.0,1.49,229.02,168837181000.0,,32.26,161.78
2024-05-02,329180,HD현대중공업,2023 연간,사업보고서,11963925991000.0,178639965000.0,24689214000.0,1.49,229.02,168837181000.0,,32.26,161.78
