date,ticker,name,fiscal_period,report_name,revenue,operating_income,net_income,operating_margin,debt_ratio,operating_cashflow,dividend_yield,revenue_yoy,operating_income_yoy
2023-01-02,006400,삼성SDI,2022 3분기,분기보고서,5367961148872.0,565880336828.0,638298117668.0,10.54,79.61,1977532431864.0,0.2,56.05,51.51
2023-02-01,006400,삼성SDI,2022 3분기,분기보고서,5367961148872.0,565880336828.0,638298117668.0,10.54,79.61,1977532431864.0,0.2,56.05,51.51
2023-03-02,006400,삼성SDI,2022 3분기,분기보고서,5367961148872.0,565880336828.0,638298117668.0,10.54,79.61,1977532431864.0,0.2,56.05,51.51
2023-04-03,006400,삼성SDI,2022 연간,사업보고서,20124069515854.0,1808013013202.0,2039361447986.0,8.98,75.74,2641096163726.0,0.2,48.48,69.36
2023-05-02,006400,삼성SDI,2022 연간,사업보고서,20124069515854.0,1808013013202.0,2039361447986.0,8.98,75.74,2641096163726.0,0.2,48.48,69.36
2023-06-01,006400,삼성SDI,2023 1분기,분기보고서,5354844754963.0,375384853209.0,464512200416.0,7.01,80.05,492448236501.0,0.2,32.24,16.47
2023-07-03,006400,삼성SDI,2023 1분기,분기보고서,5354844754963.0,375384853209.0,464512200416.0,7.01,80.05,492448236501.0,0.2,32.24,16.47
2023-08-01,006400,삼성SDI,2023 1분기,분기보고서,5354844754963.0,375384853209.0,464512200416.0,7.01,80.05,492448236501.0,0.2,32.24,16.47
2023-09-01,006400,삼성SDI,2023 2분기,반기보고서,5840582434068.0,450192670421.0,485836628570.0,7.71,78.31,1447253920245.0,0.2,23.2,4.93
2023-10-04,006400,삼성SDI,2023 2분기,반기보고서,5840582434068.0,450192670421.0,485836628570.0,7.71,78.31,1447253920245.0,0.2,23.2,4.93
2023-11-01,006400,삼성SDI,2023 2분기,반기보고서,5840582434068.0,450192670421.0,485836628570.0,7.71,78.31,1447253920245.0,0.2,23.2,4.93
2023-12-01,006400,삼성SDI,2023 3분기,분기보고서,5948108273682.0,496003670489.0,622352721763.0,8.34,74.5,1677832486169.0,0.2,10.81,-12.35
2024-01-02,006400,삼성SDI,2023 3분기,분기보고서,5948108273682.0,496003670489.0,622352721763.0,8.34,74.5,1677832486169.0,0.2,10.81,-12.35
2024-02-01,006400,삼성SDI,2023 3분기,분기보고서,5948108273682.0,496003670489.0,622352721763.0,8.34,74.5,1677832486169.0,0.2,10.81,-12.35
2024-03-04,006400,삼성SDI,2023 3분기,분기보고서,5948108273682.0,496003670489.0,622352721763.0,8.34,74.5,1677832486169.0,0.2,10.81,-12.35
2024-04-01,006400,삼성SDI,2023 연간,사업보고서,22708300498633.0,1633368964768.0,2066046562201.0,7.19,70.99,2103521513959.0,0.2,12.84,-9.66
2024-05-02,006400,삼성SDI,2023 연간,사업보고서,22708300498633.0,1633368964768.0,2066046562201.0,7.19,70.99,2103521513959.0,0.2,12.84,-9.66
2024-06-03,006400,삼성SDI,2024 1분기,분기보고서,5130893462037.0,267381306037.0,286688700744.0,5.21,72.05,-357721003118.0,0.2,-4.18,-28.77
2024-07-01,006400,삼성SDI,2024 1분기,분기보고서,5130893462037.0,267381306037.0,286688700744.0,5.21,72.05,-357721003118.0,0.2,-4.18,-28.77
2024-08-01,006400,삼성SDI,2024 1분기,분기보고서,5130893462037.0,267381306037.0,286688700744.0,5.21,72.05,-357721003118.0,0.2,-4.18,-28.77
