date,ticker,name,fiscal_period,report_name,revenue,operating_income,net_income,operating_margin,debt_ratio,operating_cashflow,dividend_yield,revenue_yoy,operating_income_yoy
2023-01-02,105560,KB금융,2022 3분기,분기보고서,,,,,,,5.2,,
2023-02-01,105560,KB금융,2022 3분기,분기보고서,,,,,,,5.2,,
2023-03-02,105560,KB금융,2022 3분기,분기보고서,,,,,,,5.2,,
2023-04-03,105560,KB금융,2022 연간,사업보고서,,,,,,,5.8,,
2023-05-02,105560,KB금융,2022 연간,사업보고서,,,,,,,5.8,,
2023-06-01,105560,KB금융,2023 1분기,분기보고서,,,,,,,5.8,,
2023-07-03,105560,KB금융,2023 1분기,분기보고서,,,,,,,5.8,,
2023-08-01,105560,KB금융,2023 1분기,분기보고서,,,,,,,5.8,,
2023-09-01,105560,KB금융,2023 2분기,반기보고서,,,,,,,5.8,,
2023-10-04,105560,KB금융,2023 2분기,반기보고서,,,,,,,5.8,,
2023-11-01,105560,KB금융,2023 2분기,반기보고서,,,,,,,5.8,,
2023-12-01,105560,KB금융,2023 3분기,분기보고서,,1953108000000.0,1341970000000.0,,1117.37,,5.8,,12.65
2024-01-02,105560,KB금융,2023 3분기,분기보고서,,1953108000000.0,1341970000000.0,,1117.37,,5.8,,12.65
2024-02-01,105560,KB금융,2023 3분기,분기보고서,,1953108000000.0,1341970000000.0,,1117.37,,5.8,,12.65
2024-03-04,105560,KB금융,2023 3분기,분기보고서,,1953108000000.0,1341970000000.0,,1117.37,,5.8,,12.65
2024-04-01,105560,KB금융,2023 연간,사업보고서,,6435319000000.0,4563431000000.0,,1115.73,,4.9,,21.67
2024-05-02,105560,KB금융,2023 연간,사업보고서,,6435319000000.0,4563431000000.0,,1115.73,,4.9,,21.67
2024-06-03,105560,KB금융,2024 1분기,분기보고서,,2355448000000.0,1063214000000.0,,1136.74,,4.9,,10.07
2024-07-01,105560,KB금융,2024 1분기,분기보고서,,2355448000000.0,1063214000000.0,,1136.74,,4.9,,10.07
2024-08-01,105560,KB금융,2024 1분기,분기보고서,,2355448000000.0,1063214000000.0,,1136.74,,4.9,,10.07
2024-09-02,105560,KB금융,2024 2분기,반기보고서,,2302249000000.0,1710665000000.0,,1140.72,,4.9,,12.15
2024-10-02,105560,KB금융,2024 2분기,반기보고서,,2302249000000.0,1710665000000.0,,1140.72,,4.9,,12.15
2024-11-01,105560,KB금융,2024 2분기,반기보고서,,2302249000000.0,1710665000000.0,,1140.72,,4.9,,12.15
2024-12-02,105560,KB금융,2024 3분기,분기보고서,,2357551000000.0,1596039000000.0,,1144.09,,4.9,,21.12
2025-01-02,105560,KB금융,2024 3분기,분기보고서,,2357551000000.0,1596039000000.0,,1144.09,,4.9,,21.12
2025-02-03,105560,KB금융,2024 3분기,분기보고서,,2357551000000.0,1596039000000.0,,1144.09,,4.9,,21.12
2025-03-04,105560,KB금융,2024 3분기,분기보고서,,2357551000000.0,1596039000000.0,,1144.09,,4.9,,21.12
2025-04-01,105560,KB금융,2024 연간,사업보고서,,8045261000000.0,5028606000000.0,,1166.98,,,,26.0
2025-05-02,105560,KB금융,2024 연간,사업보고서,,8045261000000.0,5028606000000.0,,1166.98,,,,26.0
2025-06-02,105560,KB금융,2025 1분기,분기보고서,,2293028000000.0,1699122000000.0,,1181.0,,,,-2.24
2025-07-01,105560,KB금융,2025 1분기,분기보고서,,2293028000000.0,1699122000000.0,,1181.0,,,,-2.24
2025-08-01,105560,KB금융,2025 1분기,분기보고서,,2293028000000.0,1699122000000.0,,1181.0,,,,-2.24
2025-09-01,105560,KB금융,2025 2분기,반기보고서,,2132971000000.0,1747580000000.0,,1180.68,,,,-7.37
2025-10-01,105560,KB금융,2025 2분기,반기보고서,,2132971000000.0,1747580000000.0,,1180.68,,,,-7.37
2025-11-03,105560,KB금융,2025 2분기,반기보고서,,2132971000000.0,1747580000000.0,,1180.68,,,,-7.37
2025-12-01,105560,KB금융,2025 3분기,분기보고서,,2334990000000.0,1655228000000.0,,1197.13,,,,-1.29
