date,ticker,name,fiscal_period,report_name,revenue,operating_income,net_income,operating_margin,debt_ratio,operating_cashflow,dividend_yield,revenue_yoy,operating_income_yoy
2023-01-02,000660,SK하이닉스,2022 3분기,분기보고서,10982883000000.0,1655560000000.0,1102653000000.0,15.07,59.4,13595720000000.0,1.2,-6.97,-60.32
2023-02-01,000660,SK하이닉스,2022 3분기,분기보고서,10982883000000.0,1655560000000.0,1102653000000.0,15.07,59.4,13595720000000.0,1.2,-6.97,-60.32
2023-03-02,000660,SK하이닉스,2022 3분기,분기보고서,10982883000000.0,1655560000000.0,1102653000000.0,15.07,59.4,13595720000000.0,1.2,-6.97,-60.32
2023-04-03,000660,SK하이닉스,2022 연간,사업보고서,44621568000000.0,6809417000000.0,2241669000000.0,15.26,64.12,14780517000000.0,1.5,3.78,-45.13
2023-05-02,000660,SK하이닉스,2022 연간,사업보고서,44621568000000.0,6809417000000.0,2241669000000.0,15.26,64.12,14780517000000.0,1.5,3.78,-45.13
2023-06-01,000660,SK하이닉스,2023 1분기,분기보고서,5088111000000.0,-3402302000000.0,-2585491000000.0,-66.87,71.1,-2005488000000.0,1.5,-58.14,-218.8
2023-07-03,000660,SK하이닉스,2023 1분기,분기보고서,5088111000000.0,-3402302000000.0,-2585491000000.0,-66.87,71.1,-2005488000000.0,1.5,-58.14,-218.8
2023-08-01,000660,SK하이닉스,2023 1분기,분기보고서,5088111000000.0,-3402302000000.0,-2585491000000.0,-66.87,71.1,-2005488000000.0,1.5,-58.14,-218.8
2023-09-01,000660,SK하이닉스,2023 2분기,반기보고서,7305933000000.0,-2882084000000.0,-2987907000000.0,-39.45,78.94,-694049000000.0,1.5,-47.1,-168.67
2023-10-04,000660,SK하이닉스,2023 2분기,반기보고서,7305933000000.0,-2882084000000.0,-2987907000000.0,-39.45,78.94,-694049000000.0,1.5,-47.1,-168.67
2023-11-01,000660,SK하이닉스,2023 2분기,반기보고서,7305933000000.0,-2882084000000.0,-2987907000000.0,-39.45,78.94,-694049000000.0,1.5,-47.1,-168.67
