date,ticker,name,fiscal_period,report_name,revenue,operating_income,net_income,operating_margin,debt_ratio,operating_cashflow,dividend_yield,revenue_yoy,operating_income_yoy
2023-01-02,259960,크래프톤,2022 3분기,분기보고서,433762442093.0,140277708134.0,226407095635.0,32.34,16.64,437532553628.0,,-16.89,-28.17
2023-02-01,259960,크래프톤,2022 3분기,분기보고서,433762442093.0,140277708134.0,226407095635.0,32.34,16.64,437532553628.0,,-16.89,-28.17
2023-03-02,259960,크래프톤,2022 3분기,분기보고서,433762442093.0,140277708134.0,226407095635.0,32.34,16.64,437532553628.0,,-16.89,-28.17
2023-04-03,259960,크래프톤,2022 연간,사업보고서,1854016090527.0,751606569542.0,500154032217.0,40.54,17.94,512702525133.0,,-1.66,15.52
2023-05-02,259960,크래프톤,2022 연간,사업보고서,1854016090527.0,751606569542.0,500154032217.0,40.54,17.94,512702525133.0,,-1.66,15.52
2023-06-01,259960,크래프톤,2023 1분기,분기보고서,538697549664.0,282999224513.0,267225479018.0,52.53,16.89,143850947057.0,,3.01,-10.15
2023-07-03,259960,크래프톤,2023 1분기,분기보고서,538697549664.0,282999224513.0,267225479018.0,52.53,16.89,143850947057.0,,3.01,-10.15
2023-08-01,259960,크래프톤,2023 1분기,분기보고서,538697549664.0,282999224513.0,267225479018.0,52.53,16.89,143850947057.0,,3.01,-10.15
2023-09-01,259960,크래프톤,2023 2분기,반기보고서,387050504103.0,131460412637.0,128511344002.0,33.96,18.88,263003870857.0,,-8.62,-20.73
2023-10-04,259960,크래프톤,2023 2분기,반기보고서,387050504103.0,131460412637.0,128511344002.0,33.96,18.88,263003870857.0,,-8.62,-20.73
2023-11-01,259960,크래프톤,2023 2분기,반기보고서,387050504103.0,131460412637.0,128511344002.0,33.96,18.88,263003870857.0,,-8.62,-20.73
2023-12-01,259960,크래프톤,2023 3분기,분기보고서,450273957736.0,189259011177.0,211551235997.0,42.03,18.88,444347667856.0,,3.82,30.85
2024-01-02,259960,크래프톤,2023 3분기,분기보고서,450273957736.0,189259011177.0,211551235997.0,42.03,18.88,444347667856.0,,3.82,30.85
2024-02-01,259960,크래프톤,2023 3분기,분기보고서,450273957736.0,189259011177.0,211551235997.0,42.03,18.88,444347667856.0,,3.82,30.85
2024-03-04,259960,크래프톤,2023 3분기,분기보고서,450273957736.0,189259011177.0,211551235997.0,42.03,18.88,444347667856.0,,3.82,30.85
2024-04-01,259960,크래프톤,2023 연간,사업보고서,1910576180288.0,768045608970.0,594060314352.0,40.2,15.86,662346237987.0,,3.05,2.19
2024-05-02,259960,크래프톤,2023 연간,사업보고서,1910576180288.0,768045608970.0,594060314352.0,40.2,15.86,662346237987.0,,3.05,2.19
2024-06-03,259960,크래프톤,2024 1분기,분기보고서,665908746665.0,310500848630.0,348623711681.0,46.63,16.88,218968308244.0,,23.61,9.72
2024-07-01,259960,크래프톤,2024 1분기,분기보고서,665908746665.0,310500848630.0,348623711681.0,46.63,16.88,218968308244.0,,23.61,9.72
2024-08-01,259960,크래프톤,2024 1분기,분기보고서,665908746665.0,310500848630.0,348623711681.0,46.63,16.88,218968308244.0,,23.61,9.72
2024-09-02,259960,크래프톤,2024 2분기,반기보고서,707023004068.0,332109396449.0,341406130858.0,46.97,17.24,405934627813.0,,82.67,152.63
2024-10-02,259960,크래프톤,2024 2분기,반기보고서,707023004068.0,332109396449.0,341406130858.0,46.97,17.24,405934627813.0,,82.67,152.63
2024-11-01,259960,크래프톤,2024 2분기,반기보고서,707023004068.0,332109396449.0,341406130858.0,46.97,17.24,405934627813.0,,82.67,152.63
2024-12-02,259960,크래프톤,2024 3분기,분기보고서,719274864181.0,324420287197.0,121360898732.0,45.1,16.28,782168438363.0,,59.74,71.42
2025-01-02,259960,크래프톤,2024 3분기,분기보고서,719274864181.0,324420287197.0,121360898732.0,45.1,16.28,782168438363.0,,59.74,71.42
2025-02-03,259960,크래프톤,2024 3분기,분기보고서,719274864181.0,324420287197.0,121360898732.0,45.1,16.28,782168438363.0,,59.74,71.42
2025-03-04,259960,크래프톤,2024 3분기,분기보고서,719274864181.0,324420287197.0,121360898732.0,45.1,16.28,782168438363.0,,59.74,71.42
2025-04-01,259960,크래프톤,2024 연간,사업보고서,2709774106588.0,1182487684188.0,1302592653712.0,43.64,15.97,907928823450.0,,41.83,53.96
2025-05-02,259960,크래프톤,2024 연간,사업보고서,2709774106588.0,1182487684188.0,1302592653712.0,43.64,15.97,907928823450.0,,41.83,53.96
2025-06-02,259960,크래프톤,2025 1분기,분기보고서,874184373846.0,457276029726.0,371459825860.0,52.31,16.03,529613727213.0,,31.28,47.27
2025-07-01,259960,크래프톤,2025 1분기,분기보고서,874184373846.0,457276029726.0,371459825860.0,52.31,16.03,529613727213.0,,31.28,47.27
2025-08-01,259960,크래프톤,2025 1분기,분기보고서,874184373846.0,457276029726.0,371459825860.0,52.31,16.03,529613727213.0,,31.28,47.27
2025-09-01,259960,크래프톤,2025 2분기,반기보고서,662048249145.0,246063427020.0,15534820668.0,37.17,12.35,445192014375.0,,-6.36,-25.91
2025-10-01,259960,크래프톤,2025 2분기,반기보고서,662048249145.0,246063427020.0,15534820668.0,37.17,12.35,445192014375.0,,-6.36,-25.91
2025-11-03,259960,크래프톤,2025 2분기,반기보고서,662048249145.0,246063427020.0,15534820668.0,37.17,12.35,445192014375.0,,-6.36,-25.91
2025-12-01,259960,크래프톤,2025 3분기,분기보고서,870623522832.0,348608416956.0,369449615687.0,40.04,15.96,839004089803.0,,21.04,7.46
