date,ticker,name,fiscal_period,report_name,revenue,operating_income,net_income,operating_margin,debt_ratio,operating_cashflow,dividend_yield,revenue_yoy,operating_income_yoy
2023-01-02,068270,셀트리온,2022 3분기,분기보고서,645637433850.0,213761066890.0,166871995003.0,33.11,39.19,-86446269660.0,0.37,60.64,28.06
2023-02-01,068270,셀트리온,2022 3분기,분기보고서,645637433850.0,213761066890.0,166871995003.0,33.11,39.19,-86446269660.0,0.37,60.64,28.06
2023-03-02,068270,셀트리온,2022 3분기,분기보고서,645637433850.0,213761066890.0,166871995003.0,33.11,39.19,-86446269660.0,0.37,60.64,28.06
2023-04-03,068270,셀트리온,2022 연간,사업보고서,2283967480394.0,647198174586.0,542566233270.0,28.34,37.84,863531984.0,0.21,20.63,-13.03
2023-05-02,068270,셀트리온,2022 연간,사업보고서,2283967480394.0,647198174586.0,542566233270.0,28.34,37.84,863531984.0,0.21,20.63,-13.03
2023-06-01,068270,셀트리온,2023 1분기,분기보고서,597564003593.0,182434934168.0,167143443970.0,30.53,43.19,151252177235.0,0.21,12.44,41.12
2023-07-03,068270,셀트리온,2023 1분기,분기보고서,597564003593.0,182434934168.0,167143443970.0,30.53,43.19,151252177235.0,0.21,12.44,41.12
2023-08-01,068270,셀트리온,2023 1분기,분기보고서,597564003593.0,182434934168.0,167143443970.0,30.53,43.19,151252177235.0,0.21,12.44,41.12
2023-09-01,068270,셀트리온,2023 2분기,반기보고서,523978430491.0,182993942866.0,150872937404.0,34.92,43.14,435460932375.0,0.21,-12.12,-10.09
2023-10-04,068270,셀트리온,2023 2분기,반기보고서,523978430491.0,182993942866.0,150872937404.0,34.92,43.14,435460932375.0,0.21,-12.12,-10.09
2023-11-01,068270,셀트리온,2023 2분기,반기보고서,523978430491.0,182993942866.0,150872937404.0,34.92,43.14,435460932375.0,0.21,-12.12,-10.09
2023-12-01,068270,셀트리온,2023 3분기,분기보고서,672291586724.0,267629330730.0,221237550914.0,39.81,46.32,387567197589.0,0.21,4.13,25.2
2024-01-02,068270,셀트리온,2023 3분기,분기보고서,672291586724.0,267629330730.0,221237550914.0,39.81,46.32,387567197589.0,0.21,4.13,25.2
2024-02-01,068270,셀트리온,2023 3분기,분기보고서,672291586724.0,267629330730.0,221237550914.0,39.81,46.32,387567197589.0,0.21,4.13,25.2
2024-03-04,068270,셀트리온,2023 3분기,분기보고서,672291586724.0,267629330730.0,221237550914.0,39.81,46.32,387567197589.0,0.21,4.13,25.2
2024-04-01,068270,셀트리온,2023 연간,사업보고서,2176431531380.0,651481422157.0,539706505110.0,29.93,16.3,537158606192.0,,-4.71,0.66
2024-05-02,068270,셀트리온,2023 연간,사업보고서,2176431531380.0,651481422157.0,539706505110.0,29.93,16.3,537158606192.0,,-4.71,0.66
2024-06-03,068270,셀트리온,2024 1분기,분기보고서,736980406827.0,15437339044.0,20767997318.0,2.09,18.49,37018645537.0,,23.33,-91.54
2024-07-01,068270,셀트리온,2024 1분기,분기보고서,736980406827.0,15437339044.0,20767997318.0,2.09,18.49,37018645537.0,,23.33,-91.54
2024-08-01,068270,셀트리온,2024 1분기,분기보고서,736980406827.0,15437339044.0,20767997318.0,2.09,18.49,37018645537.0,,23.33,-91.54
2024-09-02,068270,셀트리온,2024 2분기,반기보고서,874741298986.0,72487799838.0,78452159407.0,8.29,18.44,330630008616.0,,66.94,-60.39
2024-10-02,068270,셀트리온,2024 2분기,반기보고서,874741298986.0,72487799838.0,78452159407.0,8.29,18.44,330630008616.0,,66.94,-60.39
2024-11-01,068270,셀트리온,2024 2분기,반기보고서,874741298986.0,72487799838.0,78452159407.0,8.29,18.44,330630008616.0,,66.94,-60.39
2024-12-02,068270,셀트리온,2024 3분기,분기보고서,881933317829.0,207686368229.0,84094048278.0,23.55,19.23,595939990547.0,,31.18,-22.4
2025-01-02,068270,셀트리온,2024 3분기,분기보고서,881933317829.0,207686368229.0,84094048278.0,23.55,19.23,595939990547.0,,31.18,-22.4
2025-02-03,068270,셀트리온,2024 3분기,분기보고서,881933317829.0,207686368229.0,84094048278.0,23.55,19.23,595939990547.0,,31.18,-22.4
2025-03-04,068270,셀트리온,2024 3분기,분기보고서,881933317829.0,207686368229.0,84094048278.0,23.55,19.23,595939990547.0,,31.18,-22.4
2025-04-01,068270,셀트리온,2024 연간,사업보고서,3557303554371.0,492015534847.0,418883310404.0,13.83,19.77,901870301325.0,,63.45,-24.48
2025-05-02,068270,셀트리온,2024 연간,사업보고서,3557303554371.0,492015534847.0,418883310404.0,13.83,19.77,901870301325.0,,63.45,-24.48
