date,ticker,name,fiscal_period,report_name,revenue,operating_income,net_income,operating_margin,debt_ratio,operating_cashflow,dividend_yield,revenue_yoy,operating_income_yoy
2023-01-02,196170,알테오젠,2022 3분기,분기보고서,5535079381.0,-10700706195.0,-6693793345.0,-193.33,65.65,-11422249985.0,,-10.63,-2.85
2023-02-01,196170,알테오젠,2022 3분기,분기보고서,5535079381.0,-10700706195.0,-6693793345.0,-193.33,65.65,-11422249985.0,,-10.63,-2.85
2023-03-02,196170,알테오젠,2022 3분기,분기보고서,5535079381.0,-10700706195.0,-6693793345.0,-193.33,65.65,-11422249985.0,,-10.63,-2.85
2023-04-03,196170,알테오젠,2022 연간,사업보고서,28806344498.0,-29373680278.0,-10077904116.0,-101.97,68.86,-17874625308.0,,-25.65,-93.35
2023-05-02,196170,알테오젠,2022 연간,사업보고서,28806344498.0,-29373680278.0,-10077904116.0,-101.97,68.86,-17874625308.0,,-25.65,-93.35
2023-06-01,196170,알테오젠,2023 1분기,분기보고서,10336706922.0,-10485352173.0,-8345365012.0,-101.44,82.29,1084695308.0,,48.86,-55.57
2023-07-03,196170,알테오젠,2023 1분기,분기보고서,10336706922.0,-10485352173.0,-8345365012.0,-101.44,82.29,1084695308.0,,48.86,-55.57
2023-08-01,196170,알테오젠,2023 1분기,분기보고서,10336706922.0,-10485352173.0,-8345365012.0,-101.44,82.29,1084695308.0,,48.86,-55.57
2023-09-01,196170,알테오젠,2023 2분기,반기보고서,42533195454.0,19411349190.0,26084384723.0,45.64,62.03,6675883624.0,,662.46,305.99
2023-10-04,196170,알테오젠,2023 2분기,반기보고서,42533195454.0,19411349190.0,26084384723.0,45.64,62.03,6675883624.0,,662.46,305.99
2023-11-01,196170,알테오젠,2023 2분기,반기보고서,42533195454.0,19411349190.0,26084384723.0,45.64,62.03,6675883624.0,,662.46,305.99
2023-12-01,196170,알테오젠,2023 3분기,분기보고서,21302522842.0,-10589761627.0,-7976365338.0,-49.71,66.56,568182197.0,,292.97,2.08
2024-01-02,196170,알테오젠,2023 3분기,분기보고서,21302522842.0,-10589761627.0,-7976365338.0,-49.71,66.56,568182197.0,,292.97,2.08
2024-02-01,196170,알테오젠,2023 3분기,분기보고서,21302522842.0,-10589761627.0,-7976365338.0,-49.71,66.56,568182197.0,,292.97,2.08
