date,ticker,name,fiscal_period,report_name,revenue,operating_income,net_income,operating_margin,debt_ratio,operating_cashflow,dividend_yield,revenue_yoy,operating_income_yoy
2023-01-02,247540,에코프로비엠,2022 3분기,분기보고서,1563207394715.0,141462485421.0,109627566381.0,9.05,128.64,-597786410941.0,0.18,283.09,247.68
2023-02-01,247540,에코프로비엠,2022 3분기,분기보고서,1563207394715.0,141462485421.0,109627566381.0,9.05,128.64,-597786410941.0,0.18,283.09,247.68
2023-03-02,247540,에코프로비엠,2022 3분기,분기보고서,1563207394715.0,141462485421.0,109627566381.0,9.05,128.64,-597786410941.0,0.18,283.09,247.68
2023-04-03,247540,에코프로비엠,2022 연간,사업보고서,5357607238956.0,380676718075.0,272653525172.0,7.11,126.73,-241250246729.0,0.46,260.63,230.93
2023-05-02,247540,에코프로비엠,2022 연간,사업보고서,5357607238956.0,380676718075.0,272653525172.0,7.11,126.73,-241250246729.0,0.46,260.63,230.93
2023-06-01,247540,에코프로비엠,2023 1분기,분기보고서,2010989897316.0,107327003425.0,80392620551.0,5.34,165.44,-375692460613.0,0.46,203.56,161.38
2023-07-03,247540,에코프로비엠,2023 1분기,분기보고서,2010989897316.0,107327003425.0,80392620551.0,5.34,165.44,-375692460613.0,0.46,203.56,161.38
2023-08-01,247540,에코프로비엠,2023 1분기,분기보고서,2010989897316.0,107327003425.0,80392620551.0,5.34,165.44,-375692460613.0,0.46,203.56,161.38
2023-09-01,247540,에코프로비엠,2023 2분기,반기보고서,1906226538828.0,114700920024.0,82468242432.0,6.02,155.58,-384266854538.0,0.46,60.57,11.48
2023-10-04,247540,에코프로비엠,2023 2분기,반기보고서,1906226538828.0,114700920024.0,82468242432.0,6.02,155.58,-384266854538.0,0.46,60.57,11.48
2023-11-01,247540,에코프로비엠,2023 2분기,반기보고서,1906226538828.0,114700920024.0,82468242432.0,6.02,155.58,-384266854538.0,0.46,60.57,11.48
2023-12-01,247540,에코프로비엠,2023 3분기,분기보고서,1803254041355.0,45873974211.0,21187003362.0,2.54,180.56,-489582219104.0,0.46,15.36,-67.57
2024-01-02,247540,에코프로비엠,2023 3분기,분기보고서,1803254041355.0,45873974211.0,21187003362.0,2.54,180.56,-489582219104.0,0.46,15.36,-67.57
2024-02-01,247540,에코프로비엠,2023 3분기,분기보고서,1803254041355.0,45873974211.0,21187003362.0,2.54,180.56,-489582219104.0,0.46,15.36,-67.57
2024-03-04,247540,에코프로비엠,2023 3분기,분기보고서,1803254041355.0,45873974211.0,21187003362.0,2.54,180.56,-489582219104.0,0.46,15.36,-67.57
2024-04-01,247540,에코프로비엠,2023 연간,사업보고서,6900867843535.0,156029935394.0,54685871623.0,2.26,172.71,20620682315.0,,28.81,-59.01
2024-05-02,247540,에코프로비엠,2023 연간,사업보고서,6900867843535.0,156029935394.0,54685871623.0,2.26,172.71,20620682315.0,,28.81,-59.01
2024-06-03,247540,에코프로비엠,2024 1분기,분기보고서,970459189322.0,6684156866.0,-4946358500.0,0.69,164.26,146344151272.0,,-51.74,-93.77
2024-07-01,247540,에코프로비엠,2024 1분기,분기보고서,970459189322.0,6684156866.0,-4946358500.0,0.69,164.26,146344151272.0,,-51.74,-93.77
2024-08-01,247540,에코프로비엠,2024 1분기,분기보고서,970459189322.0,6684156866.0,-4946358500.0,0.69,164.26,146344151272.0,,-51.74,-93.77
2024-09-02,247540,에코프로비엠,2024 2분기,반기보고서,809516920383.0,3891624609.0,6945050188.0,0.48,160.64,375333664860.0,,-57.53,-96.61
2024-10-02,247540,에코프로비엠,2024 2분기,반기보고서,809516920383.0,3891624609.0,6945050188.0,0.48,160.64,375333664860.0,,-57.53,-96.61
2024-11-01,247540,에코프로비엠,2024 2분기,반기보고서,809516920383.0,3891624609.0,6945050188.0,0.48,160.64,375333664860.0,,-57.53,-96.61
2024-12-02,247540,에코프로비엠,2024 3분기,분기보고서,521936343949.0,-41229364045.0,,-7.9,167.04,501968733194.0,,-71.06,-189.88
2025-01-02,247540,에코프로비엠,2024 3분기,분기보고서,521936343949.0,-41229364045.0,,-7.9,167.04,501968733194.0,,-71.06,-189.88
2025-02-03,247540,에코프로비엠,2024 3분기,분기보고서,521936343949.0,-41229364045.0,,-7.9,167.04,501968733194.0,,-71.06,-189.88
2025-03-04,247540,에코프로비엠,2024 3분기,분기보고서,521936343949.0,-41229364045.0,,-7.9,167.04,501968733194.0,,-71.06,-189.88
2025-04-01,247540,에코프로비엠,2024 연간,사업보고서,2766837750152.0,-34109364109.0,-58508991346.0,-1.23,118.7,670144487342.0,,-59.91,-121.86
2025-05-02,247540,에코프로비엠,2024 연간,사업보고서,2766837750152.0,-34109364109.0,-58508991346.0,-1.23,118.7,670144487342.0,,-59.91,-121.86
2025-06-02,247540,에코프로비엠,2025 1분기,분기보고서,629788701177.0,2269955889.0,,0.36,137.46,-85264131069.0,,-35.1,-66.04
2025-07-01,247540,에코프로비엠,2025 1분기,분기보고서,629788701177.0,2269955889.0,,0.36,137.46,-85264131069.0,,-35.1,-66.04
2025-08-01,247540,에코프로비엠,2025 1분기,분기보고서,629788701177.0,2269955889.0,,0.36,137.46,-85264131069.0,,-35.1,-66.04
2025-09-01,247540,에코프로비엠,2025 2분기,반기보고서,779716508199.0,49000956082.0,,6.28,145.91,-260175761837.0,,-3.68,1159.14
2025-10-01,247540,에코프로비엠,2025 2분기,반기보고서,779716508199.0,49000956082.0,,6.28,145.91,-260175761837.0,,-3.68,1159.14
