ticker,name,signal_date,price,signal,confidence,reasons
005930,삼성전자,2023-01-02,55400,Neutral,60,"[""현재가 52주 최저가에 근접하며 기술적 반등 가능성이 있으나, 최근 1개월 수익률 하락 및 거래량 감소는 하방 압력을 시사합니다."", ""PER, PBR 등 재무지표는 시장 대비 저평가 가능성을 보여주지만, ROE는 시장 평균 수준으로 특별한 강점을 나타내지 않습니다."", ""삼성전자는 대형주로서 시장 전체의 흐름에 큰 영향을 받으며, 단기 20거래일 내 명확한 상승 또는 하락 추세를 판단하기에는 정보가 불충분합니다.""]"
005930,삼성전자,2023-02-01,63500,Buy,75,"[""최근 1개월 수익률이 11.75%로 양호하며, 거래량 변화율도 47.34%로 높아 투자자들의 관심이 증가하고 있음을 시사합니다."", ""애널리스트 리포트에서 제시된 목표주가들이 현재가(63,500원) 대비 상승 여력을 보여주고 있으며, '저점 분할 매수' 의견이 다수 존재합니다."", ""PER, PBR 등 재무지표가 시장 평균 대비 과도하게 고평가되지 않은 수준이며, ROE 또한 양호한 수준을 유지하고 있어 펀더멘털 측면에서 안정적인 모습을 보입니다.""]"
005930,삼성전자,2023-03-02,60500,Buy,75,"[""최근 애널리스트 리포트에서 제시된 목표주가 평균이 현재가 대비 상당한 상승 여력을 시사합니다."", ""메모리 업황 개선에 대한 기대감으로 공급 조절 및 감산 계획이 구체화되고 있다는 점은 긍정적입니다."", ""현재 주가는 52주 최고가 대비 하락한 위치에 있어 기술적 반등 가능성이 존재합니다.""]"
005930,삼성전자,2023-04-03,63600,Buy,75,"[""최근 애널리스트 리포트에서 제시된 목표주가 평균이 현재가 대비 상당한 상승 여력을 시사합니다."", ""최근 1개월 수익률이 4.30%로 긍정적인 흐름을 보이고 있으며, 거래량 변화율도 3.55%로 소폭 증가하며 매수세 유입 가능성을 보여줍니다."", ""PER 7.8배, PBR 1.04배는 현재 시장 상황에서 삼성전자가 저평가되어 있을 가능성을 시사하며, ROE 13.3%는 양호한 수익성을 나타냅니다.""]"
005930,삼성전자,2023-05-02,65400,Buy,75,"[""최근 1개월 수익률이 2.66%로 양호하며, 거래량 변화율도 18.24%로 긍정적인 움직임을 보이고 있습니다."", ""애널리스트 리포트에서 제시된 목표주가들이 현재가(65,400원) 대비 상당한 상승 여력을 시사하고 있습니다."", ""52주 최고가 대비 현재 위치가 84.5%로, 상승 추세가 이어질 가능성을 내포하고 있습니다.""]"
005930,삼성전자,2023-06-01,72200,Buy,75,"[""현재가 52주 최고가에 근접하며 강한 상승 모멘텀을 보여주고 있습니다."", ""최근 1개월 수익률이 8.24%로 양호하며, 하반기 DDR5 점유율 회복 기대감이 목표주가 상향으로 이어지고 있습니다."", ""PER 8.8배는 시장 평균 대비 저평가 구간으로 판단되며, ROE 13.3%는 견조한 수익성을 시사합니다.""]"
005930,삼성전자,2023-07-03,73000,Neutral,65,"[""현재가 73,000원이 52주 최고가와 일치하여 추가 상승 여력이 제한적일 수 있습니다."", ""최근 1개월 수익률은 긍정적이나, 거래량 변화율이 마이너스인 점은 투자 심리 위축 가능성을 시사합니다."", ""애널리스트 리포트에서 2분기 실적에 대한 우려가 제기되었으나, 목표주가 80,000원은 현재가 대비 상승 여력을 나타냅니다.""]"
005930,삼성전자,2023-08-01,69900,Buy,75,"[""최근 애널리스트 리포트에서 제시된 목표주가 평균이 현재가 대비 상당한 상승 여력을 시사하고 있습니다."", ""52주 최고가 대비 현재 위치가 높아 단기적인 상승 모멘텀이 약화될 수 있으나, 52주 최저가 대비 높은 위치는 여전히 긍정적인 추세를 유지하고 있음을 보여줍니다."", ""최근 1개월 수익률은 소폭 하락했으나, 거래량 변화율이 긍정적인 것은 향후 매수세 유입 가능성을 시사합니다.""]"
005930,삼성전자,2023-09-01,71200,Neutral,60,"[""삼성전자는 현재 52주 최고가에 근접한 수준으로 추가 상승 여력이 제한적일 수 있습니다."", ""최근 1개월 수익률은 소폭 상승했으나 거래량 변화율이 감소하여 상승 동력이 약화된 것으로 보입니다."", ""PER, PBR, ROE 등 재무 지표는 양호한 편이나, 단기적인 시장 변동성과 거시 경제 불확실성을 고려할 때 명확한 방향성을 제시하기 어렵습니다.""]"
005930,삼성전자,2023-10-04,66700,Buy,80,"[""최근 애널리스트 리포트들이 일관되게 메모리 반도체 업황 회복과 DRAM 이익 개선을 전망하며 목표주가를 현재가 대비 상향 제시하고 있습니다."", ""현재가는 52주 최고가 대비 하락한 수준이지만, 52주 내 위치가 71.6%로 비교적 높은 편이며 최근 1개월 수익률도 소폭 상승세를 보이고 있습니다."", ""PER 8.4, PBR 1.11 등 재무 지표상 저평가 매력이 존재하며, ROE 13.2%는 양호한 수익성을 나타냅니다.""]"
