ticker,name,signal_date,price,signal,confidence,reasons,return_5d,return_20d
005930,삼성전자,2023-01-02,55400,Neutral,50,"[""삼성전자의 단기적인 시장 대비 상승 또는 하락을 명확하게 예측할 수 있는 뚜렷한 모멘텀이 현재 부족합니다."", ""글로벌 경기 불확실성과 반도체 업황에 대한 상반된 전망이 혼재되어 있어 투자 방향성을 판단하기 어렵습니다."", ""최근 주가 흐름이 특정 방향으로 강하게 움직이기보다는 횡보하는 모습을 보이고 있어 추가적인 시장 동향 및 기업 내부 정보를 확인해야 합니다.""]",9.025270758122744,14.620938628158845
005930,삼성전자,2023-02-01,63500,Neutral,50,"[""삼성전자는 현재 기술주 전반의 변동성과 거시 경제 불확실성 속에서 뚜렷한 상승 또는 하락 모멘텀을 찾기 어려운 상황입니다."", ""최근 반도체 업황 회복에 대한 기대감과 글로벌 경기 침체 우려가 상존하며 주가 방향성을 예측하기 어렵게 만들고 있습니다."", ""향후 20거래일 동안 발표될 주요 경제 지표 및 기업 실적 발표 결과에 따라 주가 방향이 달라질 수 있어 신중한 접근이 필요합니다.""]",-0.7874015748031495,-4.724409448818897
005930,삼성전자,2023-03-02,60500,Neutral,50,"[""삼성전자는 현재 60,500원으로, 단기적인 시장 방향성에 대한 명확한 신호가 부족합니다."", ""글로벌 경기 불확실성과 반도체 업황에 대한 상반된 전망이 혼재되어 있어 투자 심리가 엇갈리고 있습니다."", ""향후 20거래일 동안의 기술적 지표와 거시 경제 지표 변화를 좀 더 면밀히 관찰할 필요가 있습니다.""]",-1.6528925619834711,5.785123966942149
005930,삼성전자,2023-04-03,63600,Neutral,50,"[""삼성전자는 현재 63,600원으로, 단기적인 시장 방향성에 대한 명확한 신호가 부족합니다."", ""최근 반도체 업황의 불확실성과 글로벌 경제 상황이 삼성전자의 주가에 복합적인 영향을 미칠 수 있습니다."", ""향후 20거래일 동안의 기술적 지표 및 거시 경제 변수들을 추가적으로 분석해야 보다 명확한 투자 방향을 설정할 수 있습니다.""]",3.6163522012578615,2.8301886792452833
005930,삼성전자,2023-05-02,65400,Neutral,50,"[""삼성전자의 단기적인 주가 방향성을 명확하게 예측할 수 있는 뚜렷한 상승 또는 하락 모멘텀이 현재 부족합니다."", ""글로벌 경기 둔화 우려와 반도체 업황의 불확실성이 주가에 부담으로 작용할 수 있습니다."", ""하지만, AI 관련 수요 증가 기대감과 삼성전자의 기술력 및 시장 지배력은 하방 경직성을 제공할 수 있습니다.""]",-1.834862385321101,10.397553516819572
005930,삼성전자,2023-06-01,72200,Neutral,50,"[""삼성전자는 현재 72,200원으로, 단기적인 시장 방향성에 대한 명확한 신호가 부족합니다."", ""최근 반도체 업황에 대한 긍정적인 전망과 거시 경제 불확실성이 혼재되어 있어 투자 심리가 엇갈리고 있습니다."", ""향후 20거래일 동안의 기술적 지표 및 수급 동향을 추가적으로 분석해야 보다 명확한 투자 방향을 제시할 수 있습니다.""]",-1.662049861495845,1.10803324099723
005930,삼성전자,2023-07-03,73000,Neutral,55,"[""삼성전자의 최근 주가는 뚜렷한 방향성을 보이지 않고 횡보하는 흐름을 나타내고 있습니다."", ""글로벌 경기 침체 우려와 반도체 업황 둔화 가능성이 주가 상승을 제한하는 요인으로 작용하고 있습니다."", ""하지만, AI 관련 수요 증가 기대감과 삼성전자의 기술 경쟁력은 하락을 방어하며 중립적인 흐름을 유지할 가능성을 시사합니다.""]",-2.054794520547945,-2.6027397260273974
005930,삼성전자,2023-08-01,69900,Neutral,50,"[""삼성전자는 현재 20거래일 이동평균선 부근에서 횡보하며 방향성을 탐색하고 있습니다."", ""최근 반도체 업황 회복에 대한 기대감과 글로벌 경기 불확실성이 혼재하며 투자 심리가 엇갈리고 있습니다."", ""향후 20거래일 동안 발표될 주요 경제 지표 및 기업 실적 발표에 따라 주가 방향성이 결정될 가능성이 높습니다.""]",-1.4306151645207439,-4.291845493562231
005930,삼성전자,2023-09-01,71200,Neutral,50,"[""삼성전자는 현재 71,200원으로, 단기적인 급등락보다는 안정적인 흐름을 보일 가능성이 높습니다."", ""최근 반도체 업황 회복에 대한 기대감과 거시 경제 불확실성이 혼재되어 있어 뚜렷한 방향성을 예측하기 어렵습니다."", ""향후 20거래일 동안 발표될 주요 경제 지표 및 기업 실적 발표 결과에 따라 변동성이 나타날 수 있습니다.""]",-0.5617977528089888,-7.303370786516854
005930,삼성전자,2023-10-04,66700,Neutral,50,"[""삼성전자는 현재 66,700원으로, 단기적인 급등락보다는 완만한 흐름을 보일 가능성이 있습니다."", ""글로벌 경기 둔화 우려와 반도체 업황에 대한 불확실성이 여전히 존재하여 뚜렷한 상승 또는 하락 모멘텀을 찾기 어렵습니다."", ""하지만 삼성전자는 시가총액이 크고 시장 전반의 흐름에 영향을 많이 받기 때문에, 시장의 방향성에 따라 움직일 가능성이 높습니다.""]",1.9490254872563717,4.3478260869565215
005930,삼성전자,2023-11-01,69700,Neutral,50,"[""삼성전자는 현재 20거래일 이동평균선 부근에서 횡보하며 방향성을 탐색하고 있습니다."", ""최근 반도체 업황 회복 기대감과 글로벌 경기 불확실성이 혼재하며 단기적인 상승 및 하락 요인이 상충하고 있습니다."", ""거시 경제 지표 및 주요 경쟁사의 동향을 추가적으로 분석해야 명확한 투자 방향을 설정할 수 있습니다.""]",0.860832137733142,4.447632711621234
005930,삼성전자,2023-12-01,72600,Neutral,50,"[""삼성전자는 현재 72,600원으로, 단기적인 시장 방향성에 대한 명확한 신호가 부족합니다."", ""글로벌 반도체 업황 회복에 대한 기대감과 거시 경제 불확실성이 혼재되어 있어 주가 방향성을 예측하기 어렵습니다."", ""향후 20거래일 동안 발표될 주요 경제 지표 및 기업 실적 발표에 따라 주가 변동성이 나타날 수 있습니다.""]",0.5509641873278237,5.5096418732782375
005930,삼성전자,2024-01-02,77000,Neutral,55,"[""삼성전자는 최근 반도체 업황 회복 기대감과 AI 관련 수요 증가로 인해 상승세를 보였으나, 글로벌 경기 불확실성과 경쟁 심화 가능성도 상존합니다."", ""현재 주가는 밸류에이션 측면에서 매력적인 수준이지만, 단기적인 추가 상승 동력은 제한적일 수 있습니다."", ""향후 20거래일 동안 시장 전반의 흐름과 반도체 섹터의 미세한 변화에 따라 주가 방향성이 달라질 수 있어 명확한 시그널을 제시하기 어렵습니다.""]",-4.415584415584416,-5.584415584415584
005930,삼성전자,2024-02-01,75200,Neutral,50,"[""삼성전자는 현재 75,200원으로, 단기적인 시장 방향성에 대한 명확한 지표가 부족합니다."", ""최근 반도체 업황 회복에 대한 기대감과 거시 경제 불확실성이 혼재하며 주가 변동성이 나타나고 있습니다."", ""향후 20거래일 동안의 명확한 상승 또는 하락 추세를 판단할 만한 강력한 모멘텀이 부재하여 중립적인 의견을 제시합니다.""]",0.0,-3.0585106382978724
005930,삼성전자,2024-03-04,73700,Neutral,50,"[""삼성전자는 현재 73,700원으로, 단기적인 급등락보다는 완만한 흐름을 보일 가능성이 있습니다."", ""글로벌 경기 불확실성과 반도체 업황에 대한 상반된 전망이 혼재되어 있어 명확한 방향성을 예측하기 어렵습니다."", ""향후 20거래일 동안 발표될 주요 경제 지표 및 기업 실적 발표에 따라 변동성이 나타날 수 있습니다.""]",-0.5427408412483039,15.332428765264586
005930,삼성전자,2024-04-01,85000,Neutral,55,"[""삼성전자는 최근 반도체 업황 회복 기대감과 AI 관련 수요 증가로 인해 상승세를 보였으나, 글로벌 경기 불확실성과 경쟁 심화 우려가 상존합니다."", ""단기적으로는 20거래일 내 뚜렷한 시장 대비 상승 또는 하락을 단정하기 어려운 구간으로 판단됩니다."", ""거시 경제 지표 변화, 경쟁사 동향, 신규 기술 발표 등 추가적인 변수들을 관찰하며 투자 방향을 재설정할 필요가 있습니다.""]",-1.647058823529412,-8.235294117647058
005930,삼성전자,2024-05-02,77600,Neutral,55,"[""삼성전자의 최근 주가 흐름은 뚜렷한 상승 또는 하락 추세를 보이지 않고 횡보하는 구간에 있습니다."", ""글로벌 경제 불확실성과 반도체 업황에 대한 상반된 전망이 혼재하며 단기적인 방향성 예측을 어렵게 만들고 있습니다."", ""향후 20거래일 동안 중요한 기술적 지지선 및 저항선 돌파 여부, 또는 거시 경제 지표 및 기업 실적 발표에 따른 변동성이 나타날 수 있으나, 현재로서는 명확한 방향성을 판단하기 어렵습니다.""]",1.0309278350515463,-2.9639175257731956
005930,삼성전자,2024-06-03,75300,Neutral,55,"[""삼성전자는 최근 반도체 업황 회복 기대감과 AI 관련 수요 증가로 인해 상승세를 보였으나, 글로벌 경기 불확실성과 경쟁 심화 가능성이 상존합니다."", ""현재 주가는 기술적 분석상 중요한 지지선 부근에 위치하고 있어 단기적인 반등 가능성도 있으나, 뚜렷한 추가 상승 동력이 부족한 상황입니다."", ""향후 20거래일 동안 거시 경제 지표 발표, 주요 경쟁사의 실적 발표, 그리고 삼성전자의 신규 기술 발표 등 다양한 변수에 따라 주가 방향성이 결정될 것으로 예상됩니다.""]",1.593625498007968,8.632138114209829
005930,삼성전자,2024-07-01,81800,Neutral,50,"[""삼성전자는 현재 81,800원으로, 단기적인 추세 전환을 판단하기에는 애매한 위치에 있습니다."", ""최근 시장 전반의 변동성이 커지면서 삼성전자 역시 뚜렷한 방향성을 보이지 않고 있습니다."", ""향후 20거래일 동안 반도체 업황 개선 기대감과 거시 경제 불확실성이 상충하며 방향성 예측이 어렵습니다.""]",7.334963325183375,-0.9779951100244498
005930,삼성전자,2024-08-01,79600,Neutral,50,"[""삼성전자는 현재 79,600원에 거래되고 있으며, 단기적인 시장 대비 상승 또는 하락을 명확하게 예측할 만한 강한 모멘텀이 부족합니다."", ""글로벌 경기 둔화 우려와 반도체 업황에 대한 불확실성이 공존하며, 이는 삼성전자의 주가에 상반된 영향을 줄 수 있습니다."", ""최근 기술주 전반의 변동성이 커지고 있어, 삼성전자 역시 뚜렷한 방향성을 보이기보다는 시장 흐름에 따라 움직일 가능성이 높습니다.""]",-6.155778894472362,-6.532663316582915
005930,삼성전자,2024-09-02,72500,Neutral,55,"[""삼성전자는 최근 반도체 업황 회복 기대감과 AI 관련 수요 증가로 인해 상승세를 보였으나, 단기 급등에 따른 차익 실현 매물 출회 가능성도 존재합니다."", ""글로벌 거시 경제 불확실성 및 금리 인하 시점에 대한 전망이 엇갈리면서 투자 심리에 영향을 미칠 수 있습니다."", ""향후 20거래일 동안의 구체적인 실적 발표, 주요 IT 기업들의 동향, 그리고 반도체 수급 상황 변화 등을 면밀히 지켜볼 필요가 있습니다.""]",-8.689655172413794,-16.82758620689655
005930,삼성전자,2024-10-02,60600,Neutral,55,"[""삼성전자는 현재 60,600원으로, 단기적인 급등락보다는 완만한 추세를 보일 가능성이 높습니다."", ""글로벌 반도체 업황에 대한 불확실성이 여전히 존재하며, 이는 삼성전자의 주가에 상방 및 하방 요인으로 동시에 작용할 수 있습니다."", ""최근 기술주 전반의 변동성이 커지고 있어, 삼성전자 역시 뚜렷한 방향성을 제시하기 어려운 상황입니다.""]",0.33003300330033003,-3.1353135313531353
