date,title,firm,target_price,opinion,nid
2023-01-03,5공장과 에피스에 쏠리는 눈,신한투자증권,1200000.0,매수,61826
2023-01-03,재벌집 막내사업,미래에셋증권,1000000.0,매수,61816
2023-01-09,소폭 하회는 이미 예견된 전망,키움증권,1100000.0,Buy,61907
2023-01-10,4Q22 Preview: 아는 만큼 보인다,이베스트증권,1100000.0,Buy,61947
2023-01-11,23년 숨고르고 24년부터 다시 달리기,유안타증권,1120000.0,Buy,61965
2023-01-30,4Q22 Re. 4공장 실적 반영을 기다리는 2023년,교보증권,1050000.0,Buy,62317
2023-01-30,"4Q22 Re: 23년, 이후 도약을 위한 안정기",하나증권,1150000.0,Buy,62313
2023-01-30,"4Q22 Review: 기분 좋은 통수, 서프라이즈 어..",이베스트증권,1100000.0,Buy,62301
2023-01-30,놀랍지 않은 서프라이즈,한화투자증권,1200000.0,Buy,62298
2023-01-30,4Q22P 실적 Review: 바이오산업의 견고한 성..,유진투자증권,1100000.0,Buy,62279
2023-01-30,4공장 수주 속도와 5공장 착공에 주목,미래에셋증권,1100000.0,매수,62278
2023-01-30,중요한 가치는 달라지지 않았다,신한투자증권,1200000.0,Buy,62268
2023-01-30,"23년 성장 폭은 둔화되나, 성장은 지속",키움증권,1100000.0,Buy,62248
2023-01-30,기대치 이상을 계속 해내는 중,유안타증권,1120000.0,Buy,62235
2023-03-20,2027년 비즈니스 모델이 궁금하다,유진투자증권,1100000.0,Buy,63450
2023-03-31,1Q23 Preview: 상저하고,이베스트증권,1100000.0,Buy,63594
2023-04-03,1Q23 Pre:하반기로 갈수록 좋아지는 흐름,하나증권,1150000.0,Buy,63623
2023-04-10,실적보다 글로벌 알츠하이머 항체 이벤트에 ..,미래에셋증권,1100000.0,매수,63769
2023-04-12,1Q23 Pre: 하반기 실적 성장 본격화,DS투자증권,1000000.0,매수,63863
2023-04-14,1Q23 Pre. 4공장 실적 반영을 기다리는 봄,교보증권,1050000.0,Buy,63913
2023-04-21,"1Q23E Preview: 이봐, 이제 삼바 한번 사봐",메리츠증권,1200000.0,Buy,64041
2023-04-25,안정적인 이익 성장,한국투자증권,1080000.0,매수,64125
2023-04-25,1Q23Re: 시간이 필요한 때,유안타증권,1120000.0,Buy,64118
2023-04-25,1Q23 Re: 2023년에도 성장은 지속될 것,DS투자증권,1100000.0,Buy,64111
2023-04-25,1Q23 Re. 4공장 가동에 연간 가이던스 상향(Q..,교보증권,1050000.0,Buy,64102
2023-04-25,1Q23 Re: 하반기로 갈수록 좋아지는 흐름,하나증권,1150000.0,Buy,64099
2023-04-25,1Q23P 실적 Review: 자신감,유진투자증권,1100000.0,Buy,64090
2023-04-25,하반기 갈수록 더욱 빛날 가치,SK증권,1000000.0,매수,64089
2023-04-25,흔들리지 않는 성장과 실망시키지 않는 속도,키움증권,1100000.0,Buy,64078
2023-04-25,23년 가이던스 상향 조정. 글로벌 알츠하이머..,미래에셋증권,1100000.0,매수,64073
2023-04-26,장기적 성장 모멘텀은 여전히 유효,하이투자증권,1100000.0,Buy,64144
2023-05-25,편안한 선택지를 찾는다면,SK증권,1000000.0,매수,65260
2023-06-29,2Q23 Pre. 실적 걱정 없는 23년,교보증권,1050000.0,Buy,65774
2023-07-03,2Q23Pre: 안정적인 본업 성장,DS투자증권,1100000.0,매수,65838
2023-07-03,2Q23Pre: 편안한 실적 전망,유안타증권,1120000.0,Buy,65813
2023-07-05,나는 문제없어,신한투자증권,1000000.0,매수,65862
2023-07-05,이익 레버리지 효과를 기다리며..,키움증권,1100000.0,Buy,65861
2023-07-06,2Q23 Preview: 요즘은 성장하는 대장이 대세,이베스트증권,1100000.0,Buy,65912
2023-07-11,"2Q23 Pre: 4공장 매출, 기대보다 빠르다",하나증권,1150000.0,Buy,66041
2023-07-19,경쟁 우려 과도. 오히려 전방 산업(항체의약..,미래에셋증권,1100000.0,매수,66215
2023-07-27,2Q23Re: 빠르게 다가올 4공장 매출,DS투자증권,1100000.0,매수,66500
2023-07-27,2Q23 Re. 실적도 좋고 가격 할인도 없고 (Q&A..,교보증권,1050000.0,Buy,66494
2023-07-27,2Q23 Re: 하반기까지 이어질 호실적,하나증권,1150000.0,Buy,66477
2023-07-27,2Q23P 실적 Review: Safe Haven,유진투자증권,1100000.0,Buy,66445
2023-07-27,"""시장 내 어떠한 가격 경쟁도 관찰되지 않고 ..",미래에셋증권,1100000.0,매수,66444
2023-07-27,컨센서스 상회 호실적 달성,하이투자증권,1100000.0,Buy,66442
2023-07-27,2Q23Re: 안정적인 성장 확인,유안타증권,1120000.0,Buy,66408
2023-07-27,로직스형이 이끌어 가는 실적,키움증권,1000000.0,Buy,66405
2023-07-27,편안하다,SK증권,1000000.0,매수,66394
2023-07-31,"2Q23 Review: CDMO, 이번 생은 내가 왕이야",이베스트증권,1100000.0,Buy,66756
2023-08-07,NDR 후기: 우려 불식,미래에셋증권,1100000.0,매수,66986
2023-08-21,확실히 잘 한다(feat. 글로벌 CDMO 동향),교보증권,1050000.0,Buy,67534
2023-10-05,3Q23 Pre. 또 다시 가이던스 상향,교보증권,1050000.0,Buy,68058
2023-10-05,3Q23 Pre: 어려울 때 든든하다,하나증권,950000.0,Buy,68051
2023-10-05,현 시점 가장 확실한 선택지,SK증권,1000000.0,매수,68038
2023-10-10,3Q23Pre: 지속되는 가이던스 상향,DS투자증권,950000.0,매수,68133
2023-10-10,CMO 기업 중 유일한 가이던스 상향,키움증권,900000.0,Buy,68098
2023-10-10,잘하고 있다.,유안타증권,950000.0,Buy,68089
2023-10-26,성바이오로직스 3Q23 Re. 성장 가시성이 뚜렷..,교보증권,1050000.0,Buy,68571
2023-10-26,"가이던스 상향과 서프라이즈의 연속, 경쟁사..",미래에셋증권,1100000.0,매수,68552
2023-10-26,3Q23P Review: 성장 사이클 진입,유진투자증권,1100000.0,Buy,68543
2023-10-26,분기 매출 첫 1조원 돌파,신한투자증권,1000000.0,매수,68530
2023-10-26,구조적으로 더 좋아질 수 있음을 재확인,SK증권,1000000.0,매수,68523
2023-10-26,실적 모범생,키움증권,,,68522
2023-10-26,높아진 기대치를 상회,유안타증권,950000.0,Buy,68514
2023-11-06,NDR Review. 제약바이오 대장의 중장기 성장 ..,교보증권,1050000.0,Buy,69107
2023-11-08,독야청청,교보증권,1050000.0,Buy,69230
2023-11-16,항체 의약품 산업의 필수 기업,유안타증권,950000.0,Buy,69663
