date,title,firm,target_price,opinion,nid
2023-11-03,정책 모멘텀에 대비할 시점,하나증권,23000.0,Buy,69042
2024-02-15,점진적 수익성 개선 기대,하나증권,23000.0,Buy,71761
2024-05-03,기다려지는 7월,하나증권,23000.0,Buy,73581
2024-07-09,한국과 미국의 글로벌 원전 공략의 최대 수혜..,대신증권,30000.0,Buy,75117
2024-07-29,대형 원전 수주로 장기 실적 개선 가능,하나증권,23000.0,Buy,75851
2024-07-29,자회사 실적을 빼면 무난했던 2분기,신한투자증권,26000.0,매수,75747
2024-09-10,성공적인 사업구조 개편을 위한 제언,대신증권,26000.0,Buy,77040
2024-10-14,유틸리티 콥데이 노트_두산에너빌리티,대신증권,,,77491
2024-10-31,실적보다는 이벤트와 기대감,하나증권,25000.0,Buy,78144
2024-11-04,글로벌 원전 크레센도의 최대 수혜,iM증권,,,78271
2025-01-23,4Q24 Preview: 트럼프 업고 달려!①,신한투자증권,36000.0,매수,80101
2025-02-18,4Q24 실적 이상무! 유럽 불확실성 보다 더 크..,대신증권,35000.0,Buy,81108
2025-02-18,4Q24 Re: 가슴이 뜨거워지는 스토리,신한투자증권,40000.0,매수,81104
2025-04-07,1Q25 Pre: 다시 한번 찾아온 탑승 기회,신한투자증권,40000.0,매수,81760
2025-05-02,점진적 실적 개선 기대,하나증권,34000.0,Buy,82741
2025-05-02,"2Q25 이후 수익성 개선, K-원전/가스터빈/SMR..",대신증권,38000.0,Buy,82678
2025-05-02,1Q25 Re: 다음 정류장은 ‘4만원’입니다.,신한투자증권,40000.0,매수,82630
2025-05-12,원전 관련 매년 4조원 이상 수주 가시화,iM증권,,,82950
2025-05-20,NDR 후기: 2H25 가스터빈/원자력 수주 분출,대신증권,38000.0,Buy,83387
2025-07-23,2Q25 Pre: 다음 시세 분출을 기다리며,신한투자증권,100000.0,매수,84587
2025-07-28,여백이 부족하여,하나증권,76000.0,Buy,84889
2025-07-28,기대 이상의 외형성장,유안타증권,81000.0,Buy,84864
2025-07-28,원전/가스 이외 국내 해상풍력/양수발전에서..,대신증권,85000.0,Buy,84859
2025-07-28,2Q25 Re: 다음 시세 분출을 위한 동력 준비 ..,신한투자증권,100000.0,매수,84802
2025-07-31,2Q review- 수익성 개선 지속 전망,삼성증권,78000.0,Buy,85050
2025-08-04,NDR 후기: 올해 수주는 확실히 다르다,신한투자증권,100000.0,매수,85272
2025-08-25,우호적인 환경변화로 원전 수주증가는 지속된..,iM증권,,,86059
2025-10-10,3Q25 Pre; 다음 정류장은 “10만원”입니다.,신한투자증권,100000.0,매수,86675
2025-10-29,원전·가스터빈 투트랙 성장 기대,SK증권,,,87152
2025-11-06,이제는 실적이 보여야 할 시기,하나증권,97000.0,Buy,87758
2025-11-06,목 말랐던 목표주가 상향 근거 발생,대신증권,110000.0,Buy,87733
2025-11-06,"3Q25 Re, 따뜻한 겨울 맞이 준비 중",신한투자증권,125000.0,매수,87705
2025-11-10,매년 신규수주 14조원 이상 시대를 열다⇒밸..,iM증권,,,87903
2025-11-12,3Q review- 무엇보다 눈에 띄는 가이던스 상..,삼성증권,100000.0,Buy,88036
2025-11-13,Shop Tour 후기; 웅장함 그 자체,신한투자증권,125000.0,매수,88105
2025-11-27,원전과 가스터빈을 동시에,SK증권,92000.0,매수,88443
2026-01-13,전력 기자재 슈퍼 싸이클 도래,미래에셋증권,105000.0,매수,89085
2026-01-16,미국의 의지를 믿어보자,신한투자증권,125000.0,매수,89218
2026-02-13,이제 AP1000과 SMR 차례,하나증권,165000.0,Buy,90533
2026-02-13,가이던스에 일회일비 않기,미래에셋증권,116000.0,매수,90520
2026-02-13,성장사업 위주의 외형 및 수익성 성장,SK증권,92000.0,매수,90508
2026-02-13,원전 팀코리아 러브콜로 성장 잠재력 확대,대신증권,125000.0,Buy,90501
2026-02-13,미국을 만난 미운 오리는 백(100)조가 되는 ..,신한투자증권,157000.0,매수,90496
2026-02-13,올해도 재밌을 것 같습니다,키움증권,122000.0,Buy,90488
2026-02-19,4Q25 Review: 본업은 잘 진행 중입니다,교보증권,113000.0,Buy,90575
2026-02-19,美 원전 수주 등 사상 최대 수주 행진 이어진..,iM증권,,,90549
2026-02-25,"대형원전, SMR 모두 수주 모멘텀 확장",대신증권,130000.0,Buy,90688
2026-02-25,"대형원전, SMR 모두 수주 모멘텀 확장",대신증권,130000.0,Buy,90688
2026-03-24,원전이든 LNG든 다 이루어질지니,삼성증권,120000.0,Buy,91048
2026-04-14,수주했으니 이제 돈 벌 차례,미래에셋증권,120000.0,매수,91505
2026-04-30,가스터빈 수주 증가,하나증권,165000.0,Buy,92270
2026-04-30,1Q26 Review: 가스터빈으로 실력 입증 중,교보증권,145000.0,Buy,92259
2026-04-30,모멘텀을 놓치지 말자,미래에셋증권,150000.0,매수,92241
2026-04-30,가스터빈 사업 확대! 그리고 다가오는 미국 ..,대신증권,156000.0,Buy,92229
2026-04-30,출력 상승 중,유진투자증권,150000.0,Buy,92213
2026-04-30,가스터빈 모멘텀 강화,IBK투자증권,160000.0,매수,92189
2026-04-30,"가스터빈, SMR 수주 성과가 빛났던 1분기",키움증권,158000.0,Buy,92183
2026-05-04,가스터빈: 아직 서막일 뿐야,유안타증권,149000.0,Buy,92383
2026-05-04,에너지 안보로 美 원전 등 신규수주 모멘텀 ..,iM증권,,,92334
