date,title,firm,target_price,opinion,nid
2023-02-08,"4Q22 Review: 매출 증대, 이익개선 지속",교보증권,139000.0,Buy,62659
2023-02-08,일회성 비용에도 긍정적인 실적 흐름,하나증권,150000.0,Buy,62645
2023-02-08,"드디어 흑자, 옛날과 다르다",신한투자증권,160000.0,매수,62609
2023-04-18,1Q23 Preview: 영업이익률 2.0% 달성 전망,교보증권,139000.0,Buy,63967
2023-04-28,1Q23 Review: 흑자기조 유지,교보증권,139000.0,Buy,64421
2023-04-28,계속 나아지는 모습,하나증권,150000.0,Buy,64391
2023-04-28,1Q23 Review: 예상대로 순항 중,하이투자증권,150000.0,Buy,64332
2023-05-24,It's My Turn,SK증권,149000.0,매수,65239
2023-07-20,삼위일체: 견조한 수주 + 실적 개선 + 선박엔..,SK증권,170000.0,매수,66235
2023-07-28,흑자기조 지속될 전망 (그룹 QnA 포함),교보증권,185000.0,Buy,66664
2023-07-28,엔진 부문이 견인한 실적 개선,하나증권,165000.0,Buy,66655
2023-07-28,2Q23 Review,하이투자증권,157000.0,Buy,66577
2023-10-19,"수주목표 초과달성, 흑자기조 유지",SK증권,160000.0,매수,68360
2023-10-27,곧 현실화될 탱커 수주,DS투자증권,160000.0,매수,68675
2023-10-27,"본격적인 실적상승은 24년 하반기, 탱커발주 ..",교보증권,145000.0,Buy,68669
2023-10-27,일회성 없이도 흑자 기조 유지,하나증권,165000.0,Buy,68655
2023-10-27,3Q23 Review: 걱정이 없다,하이투자증권,154000.0,Buy,68622
2024-01-15,도약 전 예열 중,SK증권,160000.0,매수,70574
2024-01-23,"연간으로도 흑자, 검은색 행진 계속",하이투자증권,154000.0,Buy,70795
2024-02-07,2H24 본격적인 수익성 개선 기대,교보증권,141000.0,Buy,71461
2024-02-07,경상 흑자 기조 유지,하나증권,165000.0,Buy,71445
2024-02-07,해양 제외 모든 사업부문 순항 중,SK증권,160000.0,매수,71380
2024-03-25,대장주로서의 면모를 곧 보여줄 수 있을 것,교보증권,154000.0,Buy,72352
2024-04-15,해양 빼고 다 좋아,SK증권,160000.0,매수,72719
2024-04-26,"해양부문 정상화될 내년, 대장주가 될 수 밖..",교보증권,161000.0,Buy,73168
2024-04-26,양호한 실적과 방산 기대감,하나증권,165000.0,Buy,73157
2024-04-26,탄탄한 상선 기반 위에 특수선 장식 시작,하이투자증권,163000.0,Buy,73077
2024-04-26,미국 함정 MRO 사업 수주의 가시화,SK증권,160000.0,매수,73076
2024-05-17,신한 속보; HD현대중공업,신한투자증권,160000.0,매수,74178
2024-05-17,열리는 방산 모멘텀,신한투자증권,160000.0,매수,74164
2024-07-08,2분기 영업이익 시장예상치 상회 전망,교보증권,188000.0,Buy,75078
2024-07-10,대장주의 면모를 보여줄 예정,SK증권,193000.0,매수,75147
2024-07-26,2Q24 Review: 시장예상치 큰 폭 상회,교보증권,236000.0,Buy,75714
2024-07-26,성장의 시작점에서 부담을 논할 필요는 없다,하나증권,240000.0,Buy,75686
2024-07-26,"2Q24 Review: 우렁찬 뱃고동, 이제 시작!",유진투자증권,210000.0,Buy,75644
2024-07-26,대장주의 면모 보여줬다,SK증권,220000.0,매수,75610
2024-07-26,어디까지 갈 지 기대되는 실적,하이투자증권,226000.0,Buy,75608
2024-08-30,시리즈 발주 증가와 신조선가 상승,DS투자증권,230000.0,매수,76942
2024-10-07,잠시 쉬어갈 3분기,교보증권,236000.0,Buy,77347
2024-10-14,아주 잠깐 숨 고르기,SK증권,242000.0,매수,77468
2024-11-01,역시 1등은 달라,SK증권,242000.0,매수,78198
2024-11-01,3Q24 Review: 목표 생산량 초과 달성 중,IBK투자증권,245000.0,매수,78192
2024-11-11,중후장대의 표본,미래에셋증권,260000.0,매수,78619
2025-01-10,밸류에이션 부담? 나는 엔진이 있잖아,교보증권,380000.0,Buy,79721
2025-01-16,대장주의 자신감,SK증권,370000.0,매수,79898
2025-01-20,방산+엔진 = 프리미엄,미래에셋증권,383000.0,매수,79975
2025-01-21,실적과 모멘텀 모든 걸 갖춘 조선사,키움증권,380000.0,Buy,80025
2025-02-07,4Q24 Review: 실적에 더해지는 모멘텀,유진투자증권,350000.0,Buy,80596
2025-02-07,미 7함대 MRO가 다가온다,SK증권,370000.0,매수,80565
2025-02-07,분기 매출 4조원이 언제였더라,iM증권,373000.0,Buy,80555
2025-02-18,기대할 것이 많다,미래에셋증권,470000.0,매수,81093
2025-03-27,조선 터줏대감,대신증권,360000.0,Buy,81620
2025-04-11,대장님의 편안한 운항 실력,SK증권,385000.0,매수,81903
2025-04-16,1Q25 Preview: 시장예상치 상회 전망,교보증권,450000.0,Buy,82051
2025-04-25,높은 기대를 상회하는 호실적,대신증권,450000.0,Buy,82265
2025-04-25,1Q25 Review: 또 한단계 레벨업,유진투자증권,450000.0,Buy,82256
2025-04-25,1Q25: 전인미답의 길,iM증권,518000.0,Buy,82244
2025-04-25,놀라운 생산성 향상으로 어닝 서프!,SK증권,480000.0,매수,82232
2025-04-28,높은 기대를 상회하는 호실적,대신증권,450000.0,Buy,82387
2025-04-28,기대보다 더 좋습니다,미래에셋증권,610000.0,매수,82366
2025-05-23,"P, Q, C 완벽한 삼각형",대신증권,450000.0,Buy,83439
2025-05-28,다 가진 회사 - 이유 있는 대장주,유안타증권,502000.0,Buy,83508
2025-07-01,먼저 상향해도 괜찮은 이유,삼성증권,557000.0,Buy,83977
2025-07-07,2Q25 Preview: 시장예상치 부합 전망,교보증권,570000.0,Buy,84123
2025-07-08,2Q25 Preview: 단단한 방어력,유진투자증권,450000.0,Buy,84159
2025-07-08,우려 대비 견조한 실적 기록 예상,SK증권,500000.0,매수,84148
2025-07-16,Classic is the Best,대신증권,550000.0,Buy,84456
2025-07-16,하반기 LNG선 발주 기대감 유효,키움증권,510000.0,Buy,84445
2025-08-01,환율 영향애도 마진 개선,하나증권,570000.0,Buy,85217
2025-08-01,2Q25 Review: 대장주답게,유안타증권,573000.0,Buy,85194
2025-08-01,다수의 해외 거점 진출 모멘텀 기대,SK증권,600000.0,매수,85153
2025-08-01,"2Q25: 실적이 하방을, 기대가 상방을",iM증권,589000.0,Buy,85145
2025-08-01,전체 마진은 꾸준히 개선 중,대신증권,550000.0,Buy,85135
2025-08-04,하반기는 더 좋을 수 밖에,미래에셋증권,610000.0,매수,85235
2025-08-28,현대미포 흡수합병 코멘트,대신증권,660000.0,Buy,86124
2025-08-28,HD현대미포 합병 관련 코멘트,키움증권,,,86116
2025-10-02,3Q25F Preview: 휴가철에도 일했어요,유안타증권,658000.0,Buy,86631
2025-10-02,NDR 후기: 고래가 기지개를 켠다,IBK투자증권,650000.0,매수,86624
2025-10-13,합병 후 시너지를 통한 추가 성장 기대,SK증권,680000.0,매수,86701
2025-10-15,나무가 좋으니 숲도 좋다,대신증권,660000.0,Buy,86794
2025-10-22,계획대로 되고 있어,미래에셋증권,690000.0,매수,86987
2025-10-28,다 가진 자의 여유,유안타증권,781000.0,Buy,87100
2025-11-04,"상선 OPM 13%, 엔진 OPM 21%",미래에셋증권,740000.0,매수,87617
2025-11-04,예상보다 빠른 실적 성장,하나증권,740000.0,Buy,87603
2025-11-04,MASGA는 아직 시작도 안 했다,SK증권,770000.0,매수,87567
