date,title,firm,target_price,opinion,nid
2023-01-10,아직 풀리지 않은 반도체 유통재고의 꼬임,키움증권,110000.0,Buy,61941
2023-01-13,버티기 구간,하나증권,115000.0,Buy,61996
2023-01-16,4Q22 Preview: 물량 vs. 가격,이베스트증권,105000.0,Hold,62043
2023-01-26,비관적으로 보아도 부담되지 않는다새 창으로..,미래에셋증권,120000.0,매수,62191
2023-02-02,우공이산(愚公移山),유안타증권,120000.0,Buy,62454
2023-02-02,추세 전환을 앞둔 저점 매수 구간,하이투자증권,110000.0,Buy,62432
2023-02-02,실적 하향 vs 업황 바닥 임박,하나증권,115000.0,Buy,62480
2023-02-02,아래보다 위를 볼 때,한화투자증권,110000.0,Buy,62471
2023-02-02,1H23 재고 감축을 위한 DRAM 가격 경쟁 심화 ..,키움증권,,,62436
2023-02-02,"4Q22 Review: 더 아쉬운 면이 없다면, 사자.",미래에셋증권,120000.0,매수,62460
2023-02-02,4Q22 Review: Passing the bottom...,유진투자증권,110000.0,Buy,62459
2023-02-02,추가 투자 축소 불가피 : 음악이 나올 때는 ..,대신증권,120000.0,Buy,62469
2023-02-22,"DRAM 수요, 가격, 모두 기대치 하회 예상",키움증권,110000.0,Buy,63110
2023-03-15,바닥에서 벗어날 때 최고의 회사,대신증권,120000.0,Buy,63399
2023-03-15,Passing the deeper bottom...,유진투자증권,110000.0,Buy,63397
2023-03-17,충분히 바닥,미래에셋증권,120000.0,매수,63437
2023-03-20,더 안 좋아질 가능성은 낮다,한화투자증권,110000.0,Buy,63457
2023-03-30,2Q23 재고 안정화 시작 전망,SK증권,110000.0,매수,63571
2023-04-04,1.97조원 규모 교환사채(EB) 발행 결정,미래에셋증권,120000.0,매수,63635
2023-04-05,눈높이 낮추지만 방향성은 유효,하나증권,115000.0,Buy,63677
2023-04-27,실적 하향 조정 종료,하나증권,115000.0,Buy,64238
2023-04-27,우려보다 양호했던 1Q23,이베스트증권,115000.0,Buy,64230
2023-04-27,1Q23 잠정실적 리뷰,한화투자증권,110000.0,Buy,64227
2023-04-27,실적의 바닥 . 매수하 세요,대신증권,120000.0,Buy,64221
2023-04-27,DRAM 고객들에게 대신 고함,미래에셋증권,120000.0,매수,64208
2023-04-27,먼동이 뜨기 시작한다.,하이투자증권,110000.0,Buy,64193
2023-04-27,"2Q23 출하 증가, 3Q23 재고 하락 전망",SK증권,110000.0,매수,64183
2023-04-27,마부위침(馬斧蔿鍼),유안타증권,120000.0,Buy,64177
2023-04-27,2분기 영업적자 폭 개선 예상,키움증권,110000.0,Buy,64167
2023-04-27,Betting Timing,신한투자증권,110000.0,매수,64209
2023-04-27,1Q23 Review: Passing the bottom,유진투자증권,110000.0,Buy,64185
2023-05-17,현시점 더욱 주목하는 이유,미래에셋증권,120000.0,매수,65145
2023-05-31,HBM3에 대한 높은 경쟁력,SK증권,130000.0,매수,65362
2023-06-05,종착지는 아직 많이 남아있다,신한투자증권,135000.0,매수,65432
2023-06-12,목표주가 상향,미래에셋증권,150000.0,매수,65493
2023-06-21,예상보다 빠른 수익성 개선,한화투자증권,150000.0,Buy,65612
2023-06-26,모든 면에서 기대 이상,대신증권,150000.0,Buy,65679
2023-06-30,디커플링 본격화,신한투자증권,150000.0,매수,65795
2023-07-05,2Q23 Preview: 높아진 기대,이베스트증권,115000.0,Hold,65876
2023-07-27,DRAM 시장 내 입지 강화,유안타증권,140000.0,Buy,66410
2023-07-27,2Q23 Review: 기술 차별화,유진투자증권,130000.0,Buy,66438
2023-07-27,위기탈출 넘버원,대신증권,150000.0,Buy,66457
2023-07-27,2Q23 실적 리뷰,한화투자증권,150000.0,Buy,66460
2023-07-27,2Q23 Review: 장미에는 가시가 있다,이베스트증권,115000.0,Hold,66464
2023-07-27,HBM으로 확실한 차별화 포인트 확보,하나증권,158000.0,Buy,66483
2023-07-27,2Q23 Review: 컨센서스 상회,교보증권,160000.0,Buy,66487
2023-07-27,아직 남은 주가 상승,하이투자증권,132000.0,Buy,66384
2023-07-27,"3분기 영업적자 축소, DRAM 흑자전환 예상",키움증권,140000.0,Buy,66386
2023-07-28,먹구름 속 찬란한 성과,메리츠증권,147000.0,Buy,66506
2023-09-14,빨라지는 실적 개선의 속도,한화투자증권,150000.0,Buy,67812
2023-09-19,메모리 반도체 고정가격 상승 전환,키움증권,145000.0,Buy,67855
2023-09-26,3Q23 Preview: 고부가 제품 믹스 개선,교보증권,160000.0,Buy,67961
2023-10-10,DRAM 아웃퍼폼 지속 예상,SK증권,160000.0,매수,68121
2023-10-17,DRAM 흑자전환,하나증권,158000.0,Buy,68309
