date,title,firm,target_price,opinion,nid
2023-01-09,견조한 EV 수요 확인,대신증권,170000.0,Buy,61918
2023-01-17,High-Ni 중심 외형성장 계속된다,유안타증권,158000.0,Buy,62057
2023-01-25,중요한건 꺾이지 않는 출하량,한화투자증권,140000.0,Buy,62168
2023-01-27,4Q22 실적 시장 기대치 하회,하이투자증권,160000.0,Buy,62233
2023-01-27,4Q22 Review: 컨센 하회 실적 기록.,유안타증권,158000.0,Buy,62212
2023-02-06,시장수요 양호. 수익성 방어가 관건,DS투자증권,180000.0,Buy,62564
2023-02-06,4Q22 Review: 컨센서스 하회,교보증권,170000.0,Buy,62563
2023-02-06,스프레드 축소 국면,하나증권,153000.0,Buy,62556
2023-02-06,견조한 전방 수요 증명,한화투자증권,140000.0,Buy,62547
2023-02-06,중장기 공급계약 체결 기대감 유효,대신증권,170000.0,Buy,62542
2023-02-06,주가의 동력은 Q(출하량). 목표주가 유지,미래에셋증권,187500.0,매수,62535
2023-02-06,2023년 외형성장 + 수주모멘텀,유안타증권,158000.0,Buy,62530
2023-02-06,EV향 매출 급증,신한투자증권,172500.0,매수,62521
2023-02-06,"포드, BMW 전기차와 동반 고성",유진투자증권,150000.0,Buy,62515
2023-02-06,상반기 대규모 신규 수주 기대,하이투자증권,160000.0,Buy,62514
2023-02-06,23년 CAPA 증설 효과 본격화,키움증권,140000.0,Buy,62512
2023-02-17,여전히 높지 않은 밸류,유안타증권,210000.0,Buy,63032
2023-03-30,"중장기 성장 굳건하나, 주가 과열권",유진투자증권,200000.0,Hold,63568
2023-04-03,계속 주목할 수 밖에 없는 이유,유안타증권,261000.0,Buy,63609
2023-04-12,에코프로비엠_1Q23 잠정실적 발표,교보증권,,,63858
2023-04-12,2027~2030년을 선반영한 주가,하이투자증권,265000.0,Hold,63850
2023-05-03,비싼 데는 이유가 있지만,DS투자증권,300000.0,매수,64573
2023-05-03,밸류에이션 부담은 시간이 해결해줄 것,한화투자증권,310000.0,Buy,64552
2023-05-03,"과열 국면 심화, 투자의견 추가 하향",유진투자증권,200000.0,Reduce,64525
2023-05-03,"물량, 판가, 환율 방향성 양호",신한투자증권,280000.0,매수,64524
2023-05-03,2027년 중장기 사업 계획 유지,하이투자증권,265000.0,Hold,64519
2023-05-03,1Q23 Review: 컨센서스 부합 실적 기록,유안타증권,290000.0,Hold,64509
2023-05-03,여전히 견조한 EV 전방 수요,키움증권,340000.0,Buy,64501
2023-05-08,"High risk, Low reward",대신증권,270000.0,MarketPerform,64691
2023-07-06,다가오는 수주의 시간,대신증권,300000.0,MarketPerform,65906
2023-07-13,2Q23 잠정실적 발표 요약,교보증권,,,66095
2023-08-04,Still good,하나증권,446000.0,Buy,66957
2023-08-04,높은 밸류에이션 부담,하이투자증권,350000.0,Hold,66935
2023-08-04,성장의 굴곡,신한투자증권,400000.0,매수,66932
2023-08-04,고객사 가치 추월,유진투자증권,200000.0,Reduce,66927
2023-08-04,글로벌 Closed Loop을 통한 경쟁력 제고,키움증권,445000.0,OutPerform,66915
2023-08-29,비정상(밸류에이션)의 정상화,하이투자증권,350000.0,Hold,67631
2023-09-25,"판가 하락 반영해 실적 하향, 리튬 가격 안정..",유진투자증권,200000.0,Reduce,67942
2023-10-16,단기 실적 보다 트럼프 발작과 경쟁 강도 상..,유진투자증권,200000.0,Reduce,68256
2023-10-16,중장기 실적 전망치 하향 조정,하이투자증권,270000.0,Hold,68253
2023-11-08,수익성 악화와 금리상승 리스크,하나증권,337000.0,Buy,69216
2023-11-08,기대치가 낮아진 2024년,이베스트증권,330000.0,Buy,69213
2023-11-08,양극재 업체 내 가장 견조한 Q 성장,한화투자증권,330000.0,Buy,69207
2023-11-08,적정가치에 대한 고민,대신증권,300000.0,MarketPerform,69201
2023-11-08,실적 추정치 하향,유진투자증권,200000.0,Reduce,69195
2023-11-08,연말 터널을 지나면,신한투자증권,330000.0,매수,69172
2023-11-08,단기 실적 부진은 불가피,키움증권,340000.0,OutPerform,69162
2023-11-21,여전히 높은 주가 밸류에이션,하이투자증권,270000.0,Hold,69771
2023-11-30,잠시 쉬어갈 때,유안타증권,252000.0,Hold,69934
2023-12-04,대규모 공급 계약과 IRA 규정 변화,유진투자증권,200000.0,Reduce,69996
2023-12-04,기존 중장기 실적 전망 유지,하이투자증권,270000.0,Hold,69995
2024-01-22,수요부진 반영해 실적추정치 하,유진투자증권,200000.0,Reduce,70775
2024-02-08,재고 부담은 최악의 상황 통과,하나증권,337000.0,Buy,71583
2024-02-08,1분기까지는 재고 부담 지속,한화투자증권,330000.0,Buy,71571
2024-02-08,수급 이벤트보다 업황에 주목해야,유진투자증권,200000.0,Reduce,71511
2024-02-08,이미 엄청난 밸류에이션 프리미엄 반영 중,하이투자증권,200000.0,Hold,71495
2024-02-08,대규모 재고평가손실로 적자전환,키움증권,270000.0,OutPerform,71485
2024-02-08,당분간 그늘진 실적,신한투자증권,260000.0,매수,71479
2024-02-20,지나간 것은 지나간 대로,교보증권,280000.0,Buy,71861
2024-05-07,단기 트레이딩 접근 지속,하나증권,337000.0,Buy,73657
2024-05-07,상반기까지는 눈높이를 낮추자,한화투자증권,260000.0,Buy,73642
2024-05-07,아쉬운 2분기 방향성. 하반기를 기다리며,미래에셋증권,300000.0,매수,73626
2024-05-07,한국 양극재 수출 물량 증가율 전방 시장 성..,유진투자증권,200000.0,Reduce,73613
2024-05-07,재고자산평가 충당금 환입으로 흑자전환,키움증권,260000.0,OutPerform,73607
2024-05-07,발목 잡힌 실적,신한투자증권,260000.0,매수,73605
2024-05-28,"FOMO의 부작용, 밸류에이션 정상화 과정 필요",하이투자증권,150000.0,Sell,74382
2024-06-17,"캐즘으로 치부 말고 정책 후퇴 직시해야, 실..",유진투자증권,150000.0,Reduce,74666
2024-08-01,생각보다 긴 연장전 추가시간,DS투자증권,190000.0,중립,76053
2024-08-01,"2Q24 Review 컨센하회, 업황부진 타격",교보증권,200000.0,Buy,76051
2024-08-01,트레이딩 밴드 하향 조정,하나증권,153000.0,Neutral,76041
2024-08-01,끝나지 않은 시련,한화투자증권,160000.0,Hold,76034
2024-08-01,2Q24 Review: 아직 남은 불확실성,유안타증권,194000.0,Hold,76029
2024-08-01,회계적 환입 효과로 흑자,신한투자증권,210000.0,매수,76002
2024-08-01,실적 추정치 하향으로 밸류에이션 부담 여전,하이투자증권,135000.0,Sell,75996
2024-08-01,하반기 실적 눈높이 하향 조정 불가피,키움증권,220000.0,OutPerform,75982
2024-08-01,EV 빼고 전부 회복세,IBK투자증권,170000.0,중립,75976
2024-08-01,"실적 리뷰: 하반기 업황 톤 다운, 중장기 생..",유진투자증권,150000.0,Reduce,75967
2024-11-04,"재고조정 영향 확인, 이제 시선은 11월 8일로",DS투자증권,190000.0,매수,78317
2024-11-04,"3Q24 Review 컨센하회, 업황부진 지속",교보증권,200000.0,Buy,78312
2024-11-04,"주가 선행성 고려, 하방 압력 제한적",하나증권,153000.0,Neutral,78305
2024-11-04,4분기까지 실적 부진하나 2025년부터는 턴어..,유진투자증권,200000.0,Hold,78285
2024-11-04,유럽 재고조정 영향 지속,키움증권,200000.0,OutPerform,78265
2024-11-20,어려운 상황에서 원가 경쟁력에 집중,교보증권,200000.0,Buy,78988
2025-01-15,4Q24 Preview 컨센서스 하회,교보증권,160000.0,Buy,79883
2025-01-16,4Q24 Preveiw: 4분기 실적 바닥 통과,미래에셋증권,175000.0,매수,79895
2025-01-17,회복에 대한 가시성 부족,한화투자증권,110000.0,Hold,79968
2025-01-20,투자의견 BUY로 상향,유진투자증권,200000.0,Buy,79980
2025-02-12,"가장 빠른 흑전 예상, 업황 불확실성에 발목",DS투자증권,120000.0,중립,80921
2025-02-12,4Q24 Review 환입효과로 영업이익 선방,교보증권,160000.0,Buy,80915
2025-02-12,"최악의 상황 통과, 확실한 회복 시그널은 부..",하나증권,120000.0,Neutral,80907
2025-02-12,"BM 기저효과 기대되나, EM 둔화는 우려",한화투자증권,110000.0,Hold,80901
2025-02-12,이제는 더 이상 물러날 곳이 없다,IBK투자증권,115000.0,중립,80861
2025-02-12,우려보다 기대를,신한투자증권,150000.0,매수,80858
2025-02-12,"실적 회복세에도 불구, 주가 상승 여력 제한..",iM증권,110000.0,Hold,80842
2025-02-12,개선 기대감은 존재하나 수요는 여전히 불확..,키움증권,135000.0,OutPerform,80839
2025-04-02,여전히 높은 밸류에이션 부담,iM증권,90000.0,Hold,81709
2025-04-30,"약속된 흑전, 연중기조 유지",DS투자증권,140000.0,매수,82607
2025-04-30,흑자 구조 안착,하나증권,105000.0,Neutral,82598
2025-04-30,신규 거래선 없으면 가동률 회복 어려워,한화투자증권,90000.0,Hold,82581
2025-04-30,1Q25 Review: 컨센 대비 소폭 상회 실적 기록..,유안타증권,105000.0,Hold,82577
2025-04-30,실적은 바닥 통과. 추가 고객 확장 필요,미래에셋증권,135000.0,매수,82573
2025-04-30,판매량 증가 시작,유진투자증권,180000.0,Buy,82551
2025-04-30,"실적 회복세 불구, 밸류에이션 정당화 어렵다",iM증권,90000.0,Hold,82538
2025-04-30,예상 대비 양호한 실적,신한투자증권,120000.0,매수,82531
2025-04-30,폭풍전야 느낌,IBK투자증권,100000.0,중립,82520
2025-04-30,정책과 유럽 판매량이 하반기 주가 반등의 변..,키움증권,120000.0,OutPerform,82514
2025-06-24,"LIB 소재가격(P) 안정, 물량(Q) 증가로 턴어..",한국IR협의회,,,83850
2025-08-06,하반기 고객사 불확실성 우려 여전,한화투자증권,110000.0,Hold,85366
2025-08-06,이(二)회성 이익으로 서프라이즈,DS투자증권,140000.0,매수,85359
2025-08-06,실적 및 Valuation factor 회복 국면,하나증권,151000.0,Buy,85355
2025-08-06,하반기에도 이익 턴어라운드 지속 예상,유진투자증권,180000.0,Buy,85340
2025-08-06,지속될 흑자 기조,신한투자증권,140000.0,매수,85323
2025-08-06,하반기가 중요,IBK투자증권,130000.0,,85320
2025-08-06,"본업은 여전히 적자, 하반기 불확실성은 지속",키움증권,140000.0,OutPerform,85317
2025-08-11,"ESS 수혜 제한적, 주가 밸류에이션 부담 여전",iM증권,110000.0,Hold,85597
2025-11-05,회복에 대한 가시성 불투명,한화투자증권,140000.0,Hold,87680
2025-11-05,"보이는 방향성, 아쉬운 속도",DS투자증권,180000.0,매수,87678
2025-11-05,멀티플 변화의 포착이 중요한 시점,하나증권,187000.0,Buy,87668
2025-11-05,일회성 이익으로 선방,신한투자증권,180000.0,매수,87649
2025-11-05,"본업 적자 지속, 부족한 단기 모멘텀",키움증권,180000.0,OutPerform,87645
2025-11-05,헝가리 공장 완공과 중저가 라인업 확대,유진투자증권,180000.0,Buy,87642
2026-01-14,전망치 하향: Ford 전기차 전략 조정 여파,한화투자증권,140000.0,Hold,89158
2026-02-06,"삼성SDI는 회복, SKon은 악화",한화투자증권,180000.0,Hold,90076
2026-02-06,경상이익 개선 기대,DS투자증권,220000.0,중립,90067
2026-02-06,장기 관점 접근 필요,하나증권,,,90056
2026-02-06,곧 일어날 시기,IBK투자증권,220000.0,,90018
2026-02-06,일회성 이익으로 선방,신한투자증권,200000.0,,90001
2026-02-06,"선방한 25년, 올 하반기부터 성장 재개",유진투자증권,250000.0,Buy,89989
2026-02-06,최근 주가 상승 요인은 업황 회복 아닌 수급,iM증권,180000.0,Hold,89972
2026-04-06,헝가리 현지화 수혜,교보증권,250000.0,Buy,91267
2026-04-30,전방위적 수요 회복 확인,DS투자증권,300000.0,매수,92271
2026-04-30,최근 3개월 주가 흐름의 함의,하나증권,257000.0,Buy,92255
2026-04-30,1Q26 Review 컨센서스 상회,교보증권,300000.0,Buy,92250
2026-04-30,"헝가리 공장 완판, 머지않았다",한화투자증권,270000.0,Buy,92233
2026-04-30,시선은 하반기로,신한투자증권,230000.0,,92207
2026-04-30,2028년 예상 P/E 86.3배,iM증권,220000.0,Hold,92191
2026-04-30,헝가리 공장 가동에 따른 수혜 기대감 유효,키움증권,240000.0,OutPerform,92182
2026-04-30,이제 본업으로 승부 볼 차례,IBK투자증권,220000.0,,92177
2026-04-30,유럽 전기차향 물량 증가 시그널 긍정적,유진투자증권,250000.0,Buy,92172
2026-07-01,가이던스 반영 시 유상증자 희석 영향 제한..,DS투자증권,300000.0,매수,93826
2026-07-01,니켈 Upstream 내재화를 통한 중장기 경쟁력 ..,신한투자증권,230000.0,,93807
2026-07-01,1.2조원 유상증자 관련 코멘트,iM증권,,Hold,93806
2026-07-02,유상증자 관련 코멘트: 단기 주주가치 희석 ..,키움증권,,,93852
2026-07-02,유상증자 관련 코멘트: 단기 주주가치 희석 ..,키움증권,,,93852
