date,title,firm,target_price,opinion,nid
2023-01-09,포쉬마크 인수 완료,유진투자증권,253000.0,Buy,61905
2023-01-17,AI와 솔루션 성장 스토리 기대,키움증권,270000.0,Buy,62064
2023-02-06,수익성 강화 기조 유지,DS투자증권,270000.0,Buy,62565
2023-02-06,본업의 글로벌 진출 전략 제시,교보증권,300000.0,Buy,62562
2023-02-06,일본 사업을 다시 보자,하나증권,260000.0,Buy,62560
2023-02-06,광고가 멈칫했는데도 수익성 방어 성공,한화투자증권,270000.0,Buy,62548
2023-02-06,어려운 환경에서도 선방한 실적,미래에셋증권,280000.0,매수,62537
2023-02-06,경기침체 정면돌파,유안타증권,290000.0,Buy,62529
2023-02-06,우려 보다는 기대감이 부각,유진투자증권,289000.0,Buy,62519
2023-02-06,이익 방어력 증명,신한투자증권,250000.0,매수,62517
2023-02-08,실적보다는 멀티플이 맥점,키움증권,300000.0,Buy,62597
2023-03-30,글로벌 C2C 침공 시작,교보증권,300000.0,Buy,63579
2023-04-10,한국 생성형 AI의 대장,SK증권,290000.0,매수,63765
2023-04-17,성장과 내실 모두를 다진다,유진투자증권,289000.0,Buy,63922
2023-04-21,유연한 사고를 할 때,키움증권,340000.0,Buy,64025
2023-04-25,성장 둔화 본격화,신한투자증권,240000.0,매수,64082
2023-05-09,견조한 마진이 확인되며 매력도 상승,DS투자증권,270000.0,매수,64773
2023-05-09,비용 관련 우려 해소,교보증권,300000.0,Buy,64771
2023-05-09,1Q23 Re: 가시화되는 비용절감 효과,하나증권,260000.0,Buy,64764
2023-05-09,1Q23 Review: 기대치 이상,이베스트증권,275000.0,Buy,64759
2023-05-09,매수하고 싶은 구미가 당기는 실적,한화투자증권,270000.0,Buy,64755
2023-05-09,하반기가 더욱 기대된다,미래에셋증권,280000.0,매수,64751
2023-05-09,바닥딛고 일어서기,SK증권,290000.0,매수,64749
2023-05-09,드러난 수익성 개선 노력,유진투자증권,289000.0,Buy,64743
2023-05-09,본격적인 해외성장 기대,유안타증권,290000.0,Buy,64725
2023-06-09,하반기 실적 개선과 함께 긍정적 모멘텀 풍부,대신증권,280000.0,Buy,65486
2023-07-07,느리지만 옳은 방향으로 나아가는 중,SK증권,290000.0,매수,65929
2023-07-07,과도한 우려 과소한 기대,유안타증권,290000.0,Buy,65921
2023-07-11,"2Q 영업이익 예상치 부합, 3Q AI 모멘텀 기대",교보증권,300000.0,Buy,66048
2023-07-13,데이터 파워를 이해할 필요,키움증권,340000.0,Buy,66076
2023-07-14,하반기 본격적 이익성장 전망,한화투자증권,270000.0,Buy,66129
2023-08-07,부문별 수익성 개선과 모멘텀 구체화,교보증권,300000.0,Buy,67005
2023-08-07,2Q23 Review: 모멘텀 풍부,이베스트증권,275000.0,Buy,66996
2023-08-07,"본업 양호, 추가로 붙을 AI와 Z Holdings",대신증권,280000.0,Buy,66993
2023-08-07,매력적인 구간으로 진입,미래에셋증권,290000.0,매수,66987
2023-08-07,성장 불확실성 속 AI 성능에 이목 집중,신한투자증권,220000.0,,66984
2023-08-07,"눈높이 맞춘 실적, 시선은 생성형AI로",유진투자증권,289000.0,Buy,66982
2023-08-07,AI가 끌고 실적이 받치고,SK증권,290000.0,매수,66979
2023-08-07,"AI로 주가, 실적 레벨업 전망",유안타증권,290000.0,Buy,66970
2023-08-07,기업가치의 레벨업을 조망,키움증권,340000.0,Buy,66968
2023-08-14,명품 재판매로 명품 주식되기,유안타증권,290000.0,Buy,67309
2023-08-25,컨퍼런스 DAN23 Key Takeaways,이베스트증권,275000.0,Buy,67595
2023-08-25,HyperCLOVA X 공개 및 AI 사업 전략 구체화,미래에셋증권,290000.0,매수,67593
2023-08-25,하이퍼클로바X 컨퍼런스 후기,유진투자증권,289000.0,Buy,67592
2023-08-25,심리스 AI 플랫폼 전략,키움증권,340000.0,Buy,67585
2023-08-28,네이버 DAN23 후기,교보증권,,,67613
2023-08-28,국내 로컬 플레이가 가능한 AI는 네이버,대신증권,280000.0,Buy,67611
2023-08-29,뚜렷한 질적 성장 재개,메리츠증권,290000.0,Buy,67639
2023-10-10,"새로운 BM 적용 전, 이익 안정성 검증의 분기",교보증권,300000.0,Buy,68130
2023-10-16,"쉬어가는 광고, 미래를 위한 비용 집행",대신증권,260000.0,Buy,68264
2023-10-16,라이프 기반 머니타이제이션 AI 조망,키움증권,340000.0,Buy,68250
2023-10-17,숫자로 증명할 내공,SK증권,290000.0,매수,68299
2023-10-18,광고의 빈자리를 커머스가 채운다,유진투자증권,289000.0,Buy,68322
