date,title,firm,target_price,opinion,nid
2023-01-16,"4Q22Preview: 아쉬운 실적, 준비는 착착",유안타증권,240000.0,Buy,62020
2023-03-06,"4Q22 Re: 23년, 제품 믹스 개선으로 만들어낼..",하나증권,220000.0,Buy,63289
2023-03-06,서정진 회장의 복귀는 긍정적 시그널,유진투자증권,230000.0,Buy,63286
2023-03-06,바이오시밀러 중심의 고성장은 계속,유안타증권,210000.0,Buy,63280
2023-03-06,"2차 도약을 위한 승인 2개, 허가 제출 5개",키움증권,200000.0,Buy,63275
2023-04-06,1Q23 Pre: 기분 좋은 시작,하나증권,220000.0,Buy,63703
2023-04-07,성장을 위한 준비 단계,유안타증권,210000.0,Buy,63709
2023-04-10,본격적인 호실적 구간 진입. 모멘텀도 연중 ..,SK증권,220000.0,매수,63771
2023-04-12,1Q23 Pre: 램시마 SC로 이익률 개선 전망,DS투자증권,205000.0,매수,63862
2023-05-09,1Q23 Re. 일회성 제외시 견조한 실적 (Q&A 포..,교보증권,240000.0,Buy,64770
2023-05-09,1Q23 Re: 믹스 개선을 통한 이익률 개선 확인,하나증권,220000.0,Buy,64769
2023-05-09,신제품 줄줄이 대기. 수익성 개선 전망.,키움증권,200000.0,Buy,64738
2023-05-09,2020년 랠리의 기억이 되살아나게 해준 호실..,SK증권,220000.0,매수,64736
2023-05-09,1Q23Re: 램시마SC로 수익성 방어,유안타증권,210000.0,Buy,64723
2023-05-25,램시마SC와 유플라이마가 이끄는 쌍두마차,SK증권,240000.0,매수,65258
2023-05-30,24조원 휴미라 미국 시장 개화,하이투자증권,210000.0,Buy,65315
2023-06-28,NDR Review. 우려를 지나치게 반영한 주가,교보증권,240000.0,Buy,65736
2023-07-06,자사주 매입 코멘트,키움증권,,,65891
2023-07-17,2Q23 Pre. 실적은 쉬고 관심은 돌아오고,교보증권,240000.0,Buy,66164
2023-07-19,"잊지 말자, 본질은 달라지지 않았다",SK증권,210000.0,매수,66211
2023-07-26,"실적 소폭 하회, 모멘텀은 유효",하이투자증권,200000.0,Buy,66362
2023-08-16,2Q23Re: 모멘텀은 아직 유효하다,DS투자증권,205000.0,Buy,67475
2023-08-16,2Q23 Re. 아쉬운 실적(Q&A 포함),교보증권,220000.0,Buy,67472
2023-08-16,2Q23 Re: 신규 파이프라인으로 수익성 유지,하나증권,210000.0,Buy,67466
2023-08-16,지금 주가에서는 안 살 이유가 없다,SK증권,210000.0,매수,67410
2023-08-16,2Q23 Review: 합병을 통한 기업가치 레벨 업 ..,유진투자증권,200000.0,Buy,67404
2023-08-16,버팀목이 된 신제품생산,키움증권,200000.0,Buy,67402
2023-08-18,Issue Comment. 합병 전 or 합병 후 언제 사..,교보증권,220000.0,Buy,67522
2023-08-18,셀트리온-헬스케어 합병 코멘트,유안타증권,,,67513
2023-08-18,합병 코멘트,키움증권,,,67511
2023-10-04,3Q23 Pre. 신제품 출시를 준비하는 호실적,교보증권,220000.0,Buy,68024
2023-10-25,합병 성공에 대한 강한 확신. 실적도 긍정적,SK증권,210000.0,매수,68473
2023-11-08,3Q23 Re. 합병 셀트리온의 실적을 고민할 시..,교보증권,220000.0,Buy,69227
2023-11-08,3Q23 Re: 합병 셀트리온을 앞두고 양사 모두 ..,하나증권,210000.0,Buy,69214
2023-11-08,신제품 출하로 호실적 기록,키움증권,190000.0,Buy,69166
2023-12-01,24년 합병 셀트리온 출범,대신증권,200000.0,Buy,69984
2024-01-03,셀트리온 주가 급등 관련 코멘트,하나증권,,,70335
2024-03-04,2024년: Global Top을 향하여,유진투자증권,250000.0,Buy,72086
2024-03-04,"4Q23 Re. 24년 영업이익 약 6,000억 전망 (Q&..",교보증권,220000.0,Buy,72081
2024-03-04,4분기 실적보다는 신제품 출시 상황이 중요할..,하나증권,,,72076
2024-03-04,공급물량 조절로 4분기 실적 기대치 하회,키움증권,,,72061
2024-03-06,"24년 실적은 상저하고, 하반기 짐펜트라 출시..",대신증권,200000.0,Buy,72114
2024-04-09,짐펜트라 너만 보인단 말이야~,키움증권,220000.0,OutPerform,72599
2024-04-15,2분기부터 짐펜트라 매출 확인 가능할 예정,대신증권,240000.0,Buy,72728
2024-05-10,1Q24P 실적 Review: 당사 예상치 부합,유진투자증권,250000.0,Buy,73862
2024-05-13,1Q24 & NDR Re. 예상보다 빠른 매출원가율 절..,교보증권,220000.0,Buy,74003
2024-05-23,시밀러 시장 내 차별화된 경쟁력 보유,유안타증권,230000.0,Buy,74308
2024-05-24,"[2024 DDW] A Quick Recap: 짐펜트라, 시간의..",유진투자증권,250000.0,Buy,74335
2024-05-27,"DDW 2024 후기, 직접 확인하고 왔어요!",키움증권,220000.0,Buy,74347
2024-05-30,합병의 효과를 확인할 준비,하이투자증권,230000.0,Buy,74453
2024-05-31,25년부터 이익의 레벨이 달라진다,하나증권,250000.0,Buy,74482
2024-06-12,우주의 기운이 셀트리온에게 모인다,DS투자증권,270000.0,매수,74627
2024-06-12,간담회 키워드: 짐펜트라 런칭 성과 그리고 M..,하나증권,250000.0,Buy,74625
2024-07-01,반격의 거인,미래에셋증권,280000.0,매수,74915
2024-07-11,2Q24 Pre: 시밀러 본업성장도 견조,DS투자증권,270000.0,매수,75205
2024-08-08,2Q24Re: 탄탄한 본업 성장이 바탕,DS투자증권,270000.0,매수,76324
2024-08-08,2Q24 Re. 기존 시밀러의 예상외 꾸준한 성장 ..,교보증권,250000.0,Buy,76322
2024-08-08,"2Q24 Re: 단단해지는 실적, 하반기 성장에 주..",하나증권,250000.0,Buy,76313
2024-08-08,2Q24Re: 분기 최대 매출 기록,유안타증권,250000.0,Buy,76291
2024-08-08,"상반기는 예상대로, 하반기가 기대된다",대신증권,240000.0,Buy,76285
2024-08-08,2024.2Q Review: 예상대로 가고 있음,유진투자증권,250000.0,Buy,76260
2024-08-08,2Q24Re: 하반기의 에피타이저,iM증권,260000.0,Buy,76254
2024-08-08,방어주이면서 성장주를 찾으시나요?,키움증권,250000.0,Buy,76239
2024-08-26,짐펜트라 미국 시장 진출 본격화,SK증권,250000.0,매수,76851
2024-09-26,NDR 노트: 짐펜트라의 속도/CDMO의 목적,iM증권,260000.0,Buy,77189
2024-11-11,다양한 성장동력에 관심 필요,DS투자증권,260000.0,매수,78629
2024-11-11,3Q24Re: 본격적인 이익 개선 시작,유안타증권,250000.0,Buy,78603
2024-11-11,짐펜트라는 속도의 문제,미래에셋증권,250000.0,매수,78587
2024-11-11,"3Q24 Re: 아쉬운 짐펜트라, 컨센 하회",SK증권,250000.0,매수,78580
2024-11-11,3Q24 Re: 희비가 공존한 실적,iM증권,260000.0,Buy,78559
2024-11-11,3Q24P Review: 시간이 필요하다,유진투자증권,250000.0,Buy,78554
2024-11-12,더 큰 도약을 위한 숨 고르기,대신증권,240000.0,Buy,78680
2024-11-21,바이오시밀러 2.0,유안타증권,250000.0,Buy,79002
2024-11-28,홍콩 기업설명회 후기: It’s Hong Kong,DS투자증권,260000.0,매수,79114
2025-02-10,4분기 기대치 하회 전망. 신제품 성장 지속,키움증권,220000.0,Buy,80674
2025-02-26,4Q24 Re: 유럽에서의 성장에 주목,DS투자증권,240000.0,매수,81273
2025-02-26,4Q24Re: 비용 증가로 컨센서스 하회,유안타증권,240000.0,Buy,81263
2025-02-26,4Q24P Review: 예측 범위 이내,유진투자증권,250000.0,Buy,81256
2025-02-26,4Q24 Re: 25년 도약을 위한 준비,SK증권,230000.0,매수,81254
2025-02-27,4Q24RE: 올해를 보수적으로 봐도,iM증권,250000.0,Buy,81284
2025-02-27,유럽과 미국에서 동반 성장 전망,대신증권,240000.0,Buy,81282
2025-02-28,수익성 개선과 관세에 높은 관심,키움증권,240000.0,Buy,81301
2025-04-15,"1Q25 Pre: 아쉬운 실적, 하반기 기대",SK증권,230000.0,매수,81999
2025-04-15,관세와 외부 CMO 공급 영향으로 하회 전망,키움증권,230000.0,Buy,81983
2025-04-22,아쉬움 속 성장 기조 유지,대신증권,240000.0,Buy,82128
2025-05-12,1Q25 Re: Top line 성장 및 원가율 개선 확인..,DS투자증권,220000.0,매수,83038
2025-05-12,1Q25Re: 아쉬운 성장,유안타증권,220000.0,Buy,83008
2025-05-12,램시마IV 감소와 CMO 비중 증가로 시장 기대..,미래에셋증권,220000.0,매수,82985
2025-05-12,1Q25P Review: 확인이 필요한 시기,유진투자증권,220000.0,Buy,82977
2025-05-30,"NDR 후기: 기업가치는 Rock bottom, 성장에 ..",현대차증권,230000.0,Buy,83570
2025-05-30,"최혜국 정책은 시밀러 수혜, 관세 우려 완화",신한투자증권,230000.0,매수,83546
2025-07-10,2Q25 Preview: 수익성 개선세 진입,IBK투자증권,230000.0,매수,84239
2025-07-14,"2Q25 Pre: 점진적인 회복, 컨센 부합",SK증권,221539.0,매수,84363
2025-07-22,"안정적인 실적, 신제품 비중 확대 지속",대신증권,240000.0,Buy,84574
2025-07-22,2Q25P Review: 예상치 부합,유진투자증권,220000.0,Buy,84563
2025-08-07,2Q25 Re: 유럽 시장 성장 유효,DS투자증권,220000.0,매수,85445
2025-08-07,2Q25Re: 신규 시밀러 비중 증가,유안타증권,220000.0,Buy,85423
2025-08-07,실적은 좋았지만 짐펜트라는 아쉬웠다,iM증권,220000.0,Buy,85378
2025-08-11,2Q 실적 및 NDR Review - 큰 그림 그릴 때,신한투자증권,230000.0,매수,85621
2025-08-13,"NDR 후기: 내실 강화, 본질에 집중",IBK투자증권,230000.0,매수,85738
2025-08-29,CISD 후기: Stairway to Pharma,현대차증권,230000.0,Buy,86153
2025-09-24,"미국 생산기지 확보로 관세 해소, 성장 동력 ..",대신증권,240000.0,Buy,86479
2025-09-24,관세 불확실성 완화와 실적 기대감에 바닥 확..,키움증권,,,86466
2025-10-30,"실적 성장은 확실, 실적 가시성이 다음 모멘..",삼성증권,220000.0,Buy,87195
2025-11-05,원가율 개선 지속,미래에셋증권,230000.0,매수,87659
2025-11-05,3Q25P Review: 예상치 부합,유진투자증권,220000.0,Buy,87656
2025-11-05,시밀러 캐시카우로 신약 모달리티 확장,키움증권,230000.0,Buy,87626
2025-11-05,드디어 벗어난 합병의 그늘,iM증권,230000.0,Buy,87621
2025-11-26,"높아지는 이익, 확장되는 신약",IBK투자증권,230000.0,매수,88419
2026-01-02,"2026년, 힘찬 출발",유진투자증권,250000.0,Buy,88890
2026-01-05,4Q25 Re: ‘25년을 딛고 밝은 ‘26년을 기대..,DS투자증권,240000.0,매수,88909
2026-01-05,신규 시밀러 성장으로 수익성 개선,유안타증권,250000.0,Buy,88905
2026-01-05,고마진의 신제품 매출 확대로 호실적 기록,키움증권,250000.0,Buy,88893
2026-01-05,이젠 기대보다 잘한다,IBK투자증권,250000.0,매수,88892
2026-01-06,올해는 다를 가능성,미래에셋증권,260000.0,매수,88914
2026-02-06,시밀러 품목 확대로 성장기 진입,유안타증권,270000.0,Buy,90035
2026-02-06,4Q25 Review_신제품 성장으로 수익성 개선,SK증권,250000.0,매수,90004
2026-02-06,"시밀러 최고 실적, CMO 밸류까지 더하면?",신한투자증권,290000.0,매수,89991
2026-02-06,지금까지는 순조롭다,iM증권,260000.0,Buy,89966
2026-02-12,신규 품목 가속 성장의 해,DS투자증권,320000.0,매수,90474
2026-02-12,신규 품목 가속 성장의 해,DS투자증권,320000.0,매수,90474
2026-03-30,신규 바이오시밀러 확장과 증설에 집중,IBK투자증권,250000.0,매수,91108
2026-04-02,통상적으로 1분기는 아쉬웠다,iM증권,260000.0,Buy,91185
2026-04-07,1Q26 Pre: 신규품목 가속성장 지속 전망,DS투자증권,320000.0,매수,91303
2026-04-07,"아쉬운 1분기, 기대되는 26년",유안타증권,270000.0,Buy,91295
2026-04-10,밸류에이션 프리미엄 정당화 국면,유진투자증권,280000.0,Buy,91419
2026-04-16,좋아질 일만 남았다,신한투자증권,290000.0,매수,91616
2026-05-07,인상적인 옴니클로와 스토보클로의 성장,DS투자증권,320000.0,매수,92550
2026-05-07,성장 이끄는 신규 시밀러,유안타증권,270000.0,Buy,92538
2026-05-07,수익성 개선의 본격화,SK증권,260000.0,매수,92517
2026-05-07,바이오시밀러 신제품 효과는 이제 시작!,IBK투자증권,250000.0,매수,92507
2026-05-15,NDR 후기: 지금처럼 꾸준히,신한투자증권,290000.0,매수,92991
2026-05-20,이제 보이기 시작한다,대신증권,280000.0,Buy,93164
2026-05-27,CSID 후기: 오픈 이노베이션으로 맞춘 신약 ..,IBK투자증권,250000.0,매수,93281
