date,title,firm,target_price,opinion,nid
2026-02-09,아직은 자사주를 더 살 시기,유안타증권,108000,Buy,90164
2026-02-06,환원 목표를 2년 조기 달성,한화투자증권,109000,Buy,90073
2026-02-06,실적 개선과 배당 확대에 대한 자신감 피력,하나증권,112000,Buy,90041
2026-02-06,배당을 향한 총력적인 노력이 모두 가시화,대신증권,120000,Buy,90021
2026-02-06,"연간 최대실적, 주주환원율 50% 돌파",키움증권,120000,Buy,89965
2026-02-06,새로운 시대,미래에셋증권,131000,매수,89961
2026-01-21,대형은행지주사 상승 랠리 예상. 최선호주로 ..,하나증권,112000,Buy,89340
2025-11-03,주주환원율 50% 조기 달성 예상,미래에셋증권,106000,매수,87510
2025-10-29,내용이 좋은 실적,한화투자증권,88000,Buy,87189
2025-10-29,3Q25 Review: 견고한 재무멘탈로 기대되는 주..,교보증권,93000,Buy,87182
2025-10-29,비이자 감소를 이자이익 증가와 대손비용 감..,하나증권,90000,Buy,87179
2025-10-29,점점 좋아지고 있다,유안타증권,91000,Buy,87172
2025-10-29,연간 최대실적으로 순항 중,키움증권,95000,Buy,87128
2025-08-07,밸류에이션 갭 축소에 대한 기대감,SK증권,83000,매수,85399
2025-07-30,"우려는 조금, 기대는 많이",유안타증권,84500,Buy,84969
2025-07-28,"2Q25 Review: 속도감 있는 주주환원, 긍정적",교보증권,93000,Buy,84898
2025-07-28,부족함 없는 흠 잡을 곳 없는 실적. 업종 최..,하나증권,90000,Buy,84886
2025-07-28,환호할 만한 주주환원 확대,한화투자증권,80000,Hold,84873
2025-07-28,주주환원율 50% 근접,미래에셋증권,97000,매수,84833
2025-07-28,지나치기 어려운 너무나도 좋은 가성비,SK증권,83000,매수,84817
2025-07-28,"상반기 누적 최대 실적, 주주환원율 상향",키움증권,95000,Buy,84785
2025-07-14,더욱 적극적인 주주환원 기대,미래에셋증권,97000,매수,84375
2025-07-04,Valuation Call이 납득될 수 있는 시기가 온..,하나증권,81000,Buy,84080
2025-06-27,카드 업황 부진 감안해도 다소 과도한 저평가,SK증권,75000,매수,83923
2025-04-30,1Q 실적: 주주 환원 강화의 속도 제고가 향후..,삼성증권,62000,Buy,82504
2025-04-28,2022년 이후 최대 수준으로 상승한 CET 1 비..,하나증권,72000,Buy,82422
2025-04-28,최대로 벌어진 PBR 격차,한화투자증권,70000,Buy,82402
2025-04-28,더욱 구체적이고 가시적인 방향성,미래에셋증권,76000,매수,82370
2025-04-28,적극적인 주주환원으로 높아진 밸류에이션 매..,SK증권,73000,매수,82329
2025-04-28,"높은 이익증가율, 주주환원 강화 중",키움증권,76000,Buy,82324
2025-02-18,더욱 높아진 가격 측면의 매력,SK증권,73000,매수,81105
2025-02-07,실적은 기대치 밑돌았지만 주주환원은 예정대..,하나증권,72000,Buy,80649
2025-02-07,Valuation gap 축소 기대하며 최선호주 제시,한화투자증권,72000,Buy,80635
2025-02-07,아쉬운 실적이나 주주환원정책은 양호,유안타증권,74000,Buy,80628
2025-02-07,진정한 밸류업 선도 은행,미래에셋증권,76000,매수,80594
2025-02-07,밸류업에 진심인 편. 비은행 실적 회복이 관..,SK증권,73000,매수,80580
2025-02-07,양호한 실적과 주주친화정책 강화,키움증권,76000,Buy,80538
2025-01-13,흔들림 없이 이어나갈 밸류업,미래에셋증권,70000,매수,79771
2024-11-11,할인율 축소에 따른 주가 상승 기대,유안타증권,74000,Buy,78610
2024-11-04,밸류업은 순항 중,미래에셋증권,70000,매수,78290
2024-10-28,Value Up 공시는 끝이 아닌 시작,한화투자증권,72000,Buy,77939
2024-10-28,아쉬운 일회성을 주주환원 의지로 보답,DS투자증권,72000,매수,77936
2024-10-28,"3Q24 Review: 견조한 실적, 예상을 상회하는 ..",교보증권,77000,Buy,77930
2024-10-28,실적은 컨센서스 하회했지만 주주환원은 기대..,하나증권,72000,Buy,77919
2024-10-28,"2,500억에 1,500억 얹고 1Q25에 추가로 또",SK증권,73000,매수,77896
2024-10-28,실적은 조금 아쉽지만 주주친화정책 지속,키움증권,76000,Buy,77878
2024-07-29,돋보이는 기업가치 제고 의지,DS투자증권,72000,매수,75869
2024-07-29,2Q24 Review: 일관되고 속도감 있는 밸류업 ..,교보증권,72000,Buy,75865
2024-07-29,오버행 우려를 일거에 날려버릴 기업가치 제..,하나증권,72000,Buy,75848
2024-07-29,자사주 매입 규모 연간 1조원대로 상향,한화투자증권,70000,Buy,75833
2024-07-29,싼데 비슷한 펀더멘털. 높은 Upside 기대,SK증권,73000,매수,75814
2024-07-29,2Q24 Review: 주주환원 의지 확인,IBK투자증권,71000,매수,75736
2024-07-29,주주친화정책의 진화,키움증권,76000,Buy,75732
2024-07-29,밸류업의 리딩 뱅크,미래에셋증권,70000,매수,75728
2024-07-19,2Q24 Preview: 주주환원 기대감 지속,IBK투자증권,66000,매수,75396
2024-05-09,이익 체력을 고려한 접근 유효,SK증권,57000,매수,73728
2024-04-29,"모아지는 추진력, 이익 + 자본여력 + 리스크 ..",DS투자증권,57000,매수,73299
2024-04-29,경상 비용을 효과적으로 관리,한화투자증권,62000,Buy,73266
2024-04-29,"‘24년 자사주 매입/소각 규모 4,500억원 + ..",대신증권,60000,Buy,73250
2024-04-29,오버행 우려 완화로 밸류에이션 갭 축소 기대,SK증권,57000,매수,73248
2024-04-29,"전망치 상회 이상의 실적, 자기주식 매입 증..",키움증권,64000,Buy,73206
2024-04-29,1Q24 Review: 추가적인 자사주 매입 기대,IBK투자증권,58500,매수,73192
2024-04-12,Valuation gap 확대로 매력이 높아진 구간,한화투자증권,60000,Buy,72692
2024-03-19,오버행 이슈 감안해도 상대적으로 저평가 심..,SK증권,57000,매수,72269
2024-02-13,높아진 주주환원 기대,DS투자증권,51000,매수,71696
2024-02-13,분기/결산 현금배당 균등화 등 주주환원을 통..,교보증권,58000,Buy,71691
2024-02-13,타행대비 준수한 이익. PE 지분 오버행 우려..,하나증권,54000,Buy,71682
2024-02-13,가장 가시성이 높은 자본정책,한화투자증권,54000,Buy,71672
2024-02-13,‘23년 총 주주 환원율 36% ‘24년에는 더 높..,대신증권,50000,Buy,71661
2024-02-13,경상적 이익 증가와 모범적 주주환원정책,키움증권,56000,Buy,71636
2024-02-13,주주 환원의 높은 안정성과 예측가능성이 강..,SK증권,51000,매수,71630
2024-02-13,가시적인 주주환원 강화 긍정적,유안타증권,49000,Buy,71606
2024-01-12,착실히 쌓여가는 주주 환원 Track Record,SK증권,46000,매수,70542
2023-11-09,견조한 이익체력에서 나오는 꾸준함,SK증권,43000,매수,69290
2023-11-02,"3Q 리뷰: 일회성 요인으로 이익 감소 했으나,..",삼성증권,43000,Buy,68969
2023-10-30,총 주주환원율 유지 시 2024E DY 6.2%,한화투자증권,49000,Buy,68811
2023-10-30,일회성 감안 시 안정적 경상 체력,DS투자증권,48000,매수,68796
2023-10-30,예상에 부합한 평이한 실적,하나증권,45000,Buy,68784
2023-10-30,추가비용 지속 인식,이베스트증권,40000,Hold,68771
2023-10-30,일회성 비용 제외 시 여전히 우수한 이익 레..,대신증권,43000,Buy,68757
2023-10-30,"절대 수준은 낮았지만, 내용은 좋았다",미래에셋증권,48000,매수,68744
2023-10-30,3Q23 Review: One-off 요인에도 Robust한 이..,SK증권,43000,매수,68733
2023-10-30,일회성 손실에도 컨센서스 부합,유안타증권,43000,Buy,68689
2023-10-30,"영업이익은 양호, 주주친화정책 지속",키움증권,47000,Buy,68687
2023-09-26,일회성 요인으로 인해 3분기에도 다소 부진한..,하나증권,45000,Buy,67960
2023-08-11,"2023년 2분기에도 견조한 NIM 상승을 보여줌,..",교보증권,50000,Buy,67282
2023-07-31,2Q Review: 자사주 매입 지속 및 환원 역량 ..,삼성증권,43000,Buy,66739
2023-07-28,무엇보다 자본 관리에 중점,DS투자증권,48000,매수,66674
2023-07-28,실적도 주주환원도 조금씩 아쉬웠던 수준,하나증권,45000,Buy,66642
2023-07-28,핵심이익 증가에도 대손부담 상승,이베스트증권,40000,Hold,66634
2023-07-28,"비이자이익 약진, 다소 아쉬운 배당 정책",대신증권,43000,Buy,66606
2023-07-28,견조한 펀더멘털 대비 저평가,미래에셋증권,48000,매수,66597
2023-07-28,2Q23 Review: 다소 아쉽지만 지속적인 주주 ..,SK증권,43000,매수,66587
2023-07-28,"만족스러운 실적, 주주친화정책 지속",키움증권,47000,Buy,66544
2023-07-28,안정성 확보를 선택,유안타증권,43000,Buy,66515
2023-06-20,2분기는 P와 Q 모두 성장,대신증권,43000,Buy,65581
2023-05-04,관건은 자사주 매입 및 소각,SK증권,43000,매수,64604
2023-05-02,낮아진 배당수익률로 상대적인 매력은 저하,한화투자증권,49000,Buy,64477
2023-04-28,"적극적인 주주환원정책, 업종내 Top picks",교보증권,51000,Buy,64422
2023-04-28,차질없이 진행되는 자사주 매입/소각. 신뢰감..,하나증권,45000,Buy,64398
2023-04-28,녹록치 않은 환경,이베스트증권,40000,Hold,64379
2023-04-28,"비이자이익 선전, 큰 폭의 대손비용 증가",대신증권,43000,Buy,64349
2023-04-28,경상 대손비용률 상승,유안타증권,43000,Buy,64291
2023-04-11,"아쉬운 실적, 그러나 그래도 너무 싸다",미래에셋증권,44000,매수,63798
2023-04-05,녹록치 않은 1 분기,대신증권,43000,Buy,63660
2023-02-09,"9년 연속 이익 증가 시현, 업종내 Top picks ..",교보증권,55000,Buy,62745
2023-02-09,대규모 추가비용 인식,이베스트증권,48000,Hold,62722
2023-02-09,연간 1조원 내외의 소각 재원 기대,한화투자증권,54000,Buy,62715
